transcription,recording_id,audio,model_transcription
sunwing five two one four identified ,051_0334,"{'array': array([-0.00684295, -0.01552376, -0.01728529, ..., -0.00043705,
       -0.00339741,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_160.wav', 'sampling_rate': 16000}",SOING FIVE TWO ONE FOUR IDENT FI
sunwing five two one two is in radar contact ,051_0335,"{'array': array([-1.8911717e-02, -1.7596159e-02, -1.4614159e-02, ...,
       -9.9675264e-03, -5.6167755e-05,  0.0000000e+00], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_161.wav', 'sampling_rate': 16000}",SONING FIVE TO ONE TO US INTHE RADON CONTACT
@aerovic one zero six one turn right to hotel oscar charlie ,051_0336,"{'array': array([-0.0053677 , -0.01013837, -0.00159692, ..., -0.00501245,
       -0.01117227,  0.00181002], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_162.wav', 'sampling_rate': 16000}",ARIVEG VAN ZERO SIX VONTAN RO TO OTO LOSCOT CHALI
affirm hote= @aerovic one zero six one after hotel oscar charlie proceed to fribourg ,051_0337,"{'array': array([-0.01213025, -0.01017292, -0.00909467, ...,  0.00079301,
       -0.00495409,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_163.wav', 'sampling_rate': 16000}",IF SOM HOTE A REVEK MONZERO SIX ONE AFTER HOTEL OSCACHALI PROCEED TO FREBO
alitalia three six nine is in radar contact ,051_0338,"{'array': array([-0.00107076, -0.00452418, -0.00886945, ...,  0.00019335,
        0.00040408,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_164.wav', 'sampling_rate': 16000}",ALITALIA TREE SIX NINE IS IN RADO CONTACT
tunair four eight zero two is identified proceed direct to frankfurt ,051_0339,"{'array': array([-0.00174754, -0.01304894, -0.00963801, ..., -0.00172368,
       -0.00950366,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_165.wav', 'sampling_rate': 16000}",TO AN F OR EIGHT ZERO TWO IS IDENTIFIED PROCED DIC TO FRANKFORT
nato one zero contact rhein radar one two seven decimal three seven ,051_0340,"{'array': array([-5.8658258e-03, -2.4742882e-03, -1.7405913e-04, ...,
       -1.7541185e-03, -1.0083970e-02, -1.0982854e-07], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_166.wav', 'sampling_rate': 16000}",ETO ONE ZERO CONTECT LINREDA ONE TWO SEVEN TOSIMA THREE SEVEN
lufthansa five two one seven descend flight level two nine zero ,051_0341,"{'array': array([-0.00982623, -0.00759229, -0.00064567, ...,  0.00207209,
       -0.01784339,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_167.wav', 'sampling_rate': 16000}",LOFTINS AR FIVE TWO ONE SEVEN DECENT FLIGHT LEVEL TWO NINEA ZERO
malaysian four contact rhein radar one two seven decimal three seven ,051_0342,"{'array': array([-0.00043565, -0.01229269, -0.01605119, ...,  0.00014566,
       -0.00048476,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_168.wav', 'sampling_rate': 16000}",MALASIAN FOUR CONTACT NINEADA ONE TO SEVEN TOSOA THREE SEVEN
i say again malaysian four contact rhein radar one two seven decimal three seven ,051_0343,"{'array': array([-0.00661112, -0.01294262, -0.01133515, ..., -0.00883988,
       -0.00156986,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_169.wav', 'sampling_rate': 16000}",I SAY AGAIN MILAZIAN FOUR CONTACT  MINE LATER ONE TWO SEVEN DES N THREE SEVEN
alitalia one five zero rhein radar one two seven decimal three seven ,051_0344,"{'array': array([-0.00944248, -0.01196898, -0.00420433, ..., -0.0010191 ,
        0.00089836, -0.00576926], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_170.wav', 'sampling_rate': 16000}",I  TELL YOU ONE FIVE ZERO I O IT I ONE TOO SEVEN TESOM A THREE SEVEN
gulf air zero zero five likewise rhein one two seven decimal three seven ,051_0345,"{'array': array([-0.00717233, -0.01679598, -0.01337886, ..., -0.00032549,
        0.0022298 , -0.00794882], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_171.wav', 'sampling_rate': 16000}",GULFA ZERO ZERO FIVE LIKEWISE LINE ONE TO SEVEN TO SOMEO THREE SEVEN
merair six nine five two contact zurich one three four decimal six ,051_0346,"{'array': array([-0.00925915, -0.0086044 , -0.00428823, ..., -0.00079019,
        0.00241149, -0.00995645], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_172.wav', 'sampling_rate': 16000}",MA SIX NINE O FIVE TWO CONTECT SU VEN THREE FOUR DISIMO SIX
one three four decimal six for merair six nine five two ,051_0347,"{'array': array([-0.00792131, -0.01357293, -0.00690016, ..., -0.00436066,
       -0.00257392,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_173.wav', 'sampling_rate': 16000}",ONE TWENTY FOUR DOESN'T ROL SIX FOR MAYA SIX NINE O FIVE TWO
delta mike echo zurich one three three decimal four ,051_0348,"{'array': array([-0.00350224, -0.01032982, -0.01457086, ..., -0.00476831,
       -0.00523   ,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_174.wav', 'sampling_rate': 16000}",TEVERY TIME LIKE ECQUIT TOO LIKE ONE THREE THREE TO SOME OF THE FOUR
alitalia two nine one contact zurich one three four decimal six ,051_0349,"{'array': array([-0.01406423, -0.01571622, -0.00844115, ...,  0.00935024,
       -0.00378163, -0.0154868 ], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_175.wav', 'sampling_rate': 16000}",WELL YOU TELL YOUR TWO NINE O ONE CONTECT SUAR YOU ONE THREE FOUR DISMON SIX
@aerovic one zero six one zurich one three four decimal six ,051_0350,"{'array': array([-0.00213338, -0.01818406, -0.01480226, ...,  0.00011704,
        0.00038053,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_176.wav', 'sampling_rate': 16000}",ARVAGVON ZERO SIX ONEST LIKE ON THREE FOUR ADITIONAL SIX
britannia three zero six alfa rhein one three two four ,051_0351,"{'array': array([-0.00745613, -0.00994309, -0.01716929, ..., -0.00778375,
       -0.00799228,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_177.wav', 'sampling_rate': 16000}",BUT TARN THOT THREE ZERO SIX O FO LINE ONE THREE TWO FOUR
no one three two decimal four please ,051_0352,"{'array': array([-0.01737074, -0.01666116, -0.00308043, ..., -0.00291112,
       -0.0199543 ,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_178.wav', 'sampling_rate': 16000}",NO VANTRE TOO DOS ME FOR PLEASE
delta india bravo echo charlie is identified ,051_0353,"{'array': array([-4.0700571e-03,  3.3926764e-05, -1.7297818e-04, ...,
        1.2342319e-03, -6.7391468e-04,  0.0000000e+00], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_179.wav', 'sampling_rate': 16000}",THEYR TELN YO H AACO CHALY OS IDENTITIFIED
swissair nine three five nine descend now to flight level three three zero ,051_0354,"{'array': array([-0.00784736,  0.00170778, -0.00893186, ...,  0.00467798,
        0.00079998, -0.01554655], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_180.wav', 'sampling_rate': 16000}",SWIS UH NINE A THREE FIVE NINE I DESEND NOW TO FLIGHT LEVEL TREE TREE ZERO
lufthansa five two one seven contact rhein one three two decimal four ,051_0355,"{'array': array([-0.00644373, -0.00818042, -0.0166213 , ..., -0.0132401 ,
       -0.00115379,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_181.wav', 'sampling_rate': 16000}",LOFTENS AR FIVE TWO ONE SEVEN CONTECT INE ONE THREE TWO DOES' MOTH FOUR
swissair nine three five nine contact rhein radar one three two decimal four ,051_0356,"{'array': array([-0.01293172, -0.0062796 , -0.00875817, ..., -0.00113205,
       -0.00262648,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_182.wav', 'sampling_rate': 16000}",SO IT'S A NINE A THREE FIVE NINE CONTECT LINE EDA ONE THREE TWO DIST ANOTHER FOUR
air algerie two zero seven three is identified fly heading one eight zero climb to flight level two nine zero ,051_0357,"{'array': array([-5.5297175e-03, -4.4102771e-03,  6.4640911e-04, ...,
       -9.6713012e-04, -1.5052939e-07, -3.1235032e-03], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_183.wav', 'sampling_rate': 16000}",YEAH IAE TWO ZERO SEVEN THREE IS IDENTIFIED FLY HEADING ONE EIGHT ZERO CLIMBE TO FLIGHT LEVEL TO NINA ZERO
egypt air eight eight four contact rhein one three two decimal four ,051_0358,"{'array': array([-0.0075116 , -0.01272951, -0.00384168, ...,  0.00030915,
        0.00190649,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_184.wav', 'sampling_rate': 16000}",EACHOF THE EIGHT EIGHT FOUR CONTECT LINE ONE THREE TWO TO SOMBER FOUR
alitalia one three five report your mach number ,051_0359,"{'array': array([-0.00475754, -0.01511702, -0.01747105, ..., -0.00040574,
       -0.00941668,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_185.wav', 'sampling_rate': 16000}",ELL YOU TELL YOUR ONE THREE FIFE REPORT YOUR MARK NUMBER
roger can you increase to decimal seven seven ,051_0360,"{'array': array([-0.01028798, -0.00831093, -0.01349338, ..., -0.00494559,
       -0.00444575,  0.00148405], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_186.wav', 'sampling_rate': 16000}",WAT YU CAN YOU INCREASE TO DISCIMAL SEVEN SEVEN
roger do so ,051_0361,"{'array': array([-0.00461297, -0.00712925, -0.00557918, ..., -0.00036171,
        0.00072741, -0.00479547], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_187.wav', 'sampling_rate': 16000}",WHAT DO I DO SO
algerie two zero seven three climb to flight level three one zero ,051_0362,"{'array': array([-0.01019274, -0.00285835, -0.00386084, ..., -0.00062156,
       -0.00179654, -0.00547325], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_188.wav', 'sampling_rate': 16000}",UH GEA TWO ZERO SEVEN THREE CLIMBE TO FLIGHT LEVEL TREE ONE ZERO
affirm algerie two seven three turn right heading one nine zero ,051_0363,"{'array': array([-0.01223879,  0.0012562 , -0.01081372, ..., -0.00091177,
       -0.00022411,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_189.wav', 'sampling_rate': 16000}",FUM JUY TWO SEVEN THREE TUN RIGHT HEADING ONE NINA ZERO
merair six nine four four contact zurich one three four decimal six ,051_0364,"{'array': array([-0.00552131, -0.00625009, -0.00397818, ..., -0.00055745,
       -0.00927545, -0.00253908], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_190.wav', 'sampling_rate': 16000}",YEAH SIX NINE O FOUR FOUR CONTECT SUHE ONE THREE FOUR DISIMA SIX
lufthansa five two one seven still up ,051_0365,"{'array': array([-0.00515603, -0.01198907, -0.00463862, ..., -0.00028473,
       -0.00537376,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_191.wav', 'sampling_rate': 16000}",LEFT UNDER FIVE TWO ONE SEVEN STILL UP
algerie two zero seven three you're speed later at flight level three one zero is mach decimal seven six or less ,051_0366,"{'array': array([-0.00220877, -0.00018927,  0.00038071, ..., -0.00052451,
       -0.00286565, -0.01024832], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_192.wav', 'sampling_rate': 16000}",U GEE TWO ZERO SEVEN THREE YOUR SPEED LATER AT FLIGHT LEVEL THREE ONE ZERO IS MAHDE SIMAL SEVEN SIX ON LIS
delta november alfa fly heading one eight zero ,051_0367,"{'array': array([-0.00751905, -0.00900982, -0.00755281, ...,  0.00087851,
        0.00032127, -0.00797291], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_193.wav', 'sampling_rate': 16000}",THEY'RE TEN OF AM ILE FOR FLY HEADDING ONE AID ZERO
aero lloyd five six two is identified turn right heading one eight five climb flight level two nine zero ,051_0368,"{'array': array([-0.00473467, -0.00470082,  0.0011935 , ...,  0.00094103,
        0.00379839, -0.00696823], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_194.wav', 'sampling_rate': 16000}",EA WE  AT FIVE SIX TOS IDENTIFIT TUN RIGHT HITTING ONE EIGHT FIVE CLIME FLIGHT LEVEL TWO NINE A ZERO
lufthansa four two one nine is identified ,051_0369,"{'array': array([-0.01225576, -0.01563131, -0.00846023, ..., -0.0029536 ,
       -0.01778287,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_195.wav', 'sampling_rate': 16000}",O TIMES E FOUR TWO ONE NINE O SO I DIN'TY FIGHT
alitalia three six nine turn right to trasadingen ,051_0370,"{'array': array([-0.00106845, -0.00122057, -0.01193657, ..., -0.01536783,
       -0.00890692, -0.00077968], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_196.wav', 'sampling_rate': 16000}",I TOY TELL YOU AT THREE SIX NINE TURNLIGHT TOO TROSITING AND
scandinavian six eight seven is identified ,051_0371,"{'array': array([-0.00064156, -0.00354687, -0.00659218, ..., -0.0093954 ,
       -0.00198777,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_197.wav', 'sampling_rate': 16000}",SCANNYONAV AN SIX EIGHT SEVEN IS IDENTFIED
ah who is calling please ,051_0372,"{'array': array([-0.00600528, -0.01596098, -0.00454127, ..., -0.00677454,
       -0.00606759,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_198.wav', 'sampling_rate': 16000}",UH WHO AS CALLING PLEASE
alitalia four six nine is identified ,051_0373,"{'array': array([-0.0025695 , -0.01288099, -0.00899669, ..., -0.00215487,
       -0.00834603,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_199.wav', 'sampling_rate': 16000}",THEY TELL YOU  FOUR SIX NINE O SO IDENTIFIED
lufthansa three five zero eight is identified fly heading one eight five climb flight level two nine zero ,051_0374,"{'array': array([-0.01176536, -0.00991827, -0.00294882, ..., -0.00585947,
       -0.01121224,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_200.wav', 'sampling_rate': 16000}",LEFT ON THAT THREE FIVE ZERO IGH DIS IDENTTIFIET FLY HEADING ONE EIGHT FIVE CLIMB FLIGHT LEVEL TWO AND NINE U ZERO
delta echo charlie turn left to dinkelsbuhl ,051_0375,"{'array': array([ 0.00153394, -0.01214349, -0.00719887, ...,  0.00146321,
        0.00129927,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_201.wav', 'sampling_rate': 16000}",THEY'RE TA ECO CHARLITON LEFT TO NINKLENSBUR
aero lloyd five six two turn further right heading one nine five climb initially to flight level two nine zero expect higher ,051_0376,"{'array': array([-0.00097633, -0.01685433, -0.01482007, ...,  0.00250472,
       -0.0037358 ,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_202.wav', 'sampling_rate': 16000}",WELL OT FIVE SIX TWO TURN FURSER RIGHT HITTING ONE NINE AR FIVE CLIMB INITIALLY TO FLIGHT LEVEL TWO NINEA ZERO EXPECTHIER
lufthansa triple three zero is identified climb to flight level two nine zero ,051_0377,"{'array': array([-2.1904532e-03, -6.6109118e-03, -3.2198147e-03, ...,
        7.9760357e-04,  7.5835706e-05,  0.0000000e+00], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_203.wav', 'sampling_rate': 16000}",TES ON THE TRIPPLE TREE ZEROS IDENTIFIED CLIMB TO FLIGHT LEVEL TWO AN NINE U ZERO
alitalia three six nine descend now to flight level two nine zero ,051_0378,"{'array': array([-0.00273558, -0.01250631, -0.01128342, ...,  0.00358928,
        0.00256573,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_204.wav', 'sampling_rate': 16000}",A ITALA TREE SIX NINE UH DECENT NOW TO FLIGHT LEVEL TWO NINE A ZERO
lufthansa four two one nine turn left to dinkelsbuhl ,051_0379,"{'array': array([ 0.00177042, -0.0053999 , -0.00788367, ...,  0.00258878,
       -0.00972804, -0.01320124], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_205.wav', 'sampling_rate': 16000}",LOV TIMS A FOUR TWO ONE NINE A TURN LEFT ON INKLESBIRLE
lufthansa three five zero eight ah proceed own navigation to trasadingen ,051_0380,"{'array': array([ 0.00135487, -0.01337986, -0.00198239, ..., -0.00032666,
        0.00022193,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_206.wav', 'sampling_rate': 16000}",OTIMS O THREE FIVE ZERO EIGHT UH POCEED ON IRIGATION TO TRANSLATING IN
lufthansa triple three zero own navigation to trasa ,051_0381,"{'array': array([-0.0111081 , -0.01582947, -0.01248233, ...,  0.00031587,
       -0.0033382 ,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_207.wav', 'sampling_rate': 16000}",THEVE TONDS A TRIPLE TRE ZERO ON NAVIGATION TO TAZA
lufthansa four five eight two is identified proceed to trasadingen climb to flight level two nine zero ,051_0382,"{'array': array([-0.00570879, -0.01201838, -0.00293787, ...,  0.00147974,
       -0.00723396, -0.00574042], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_208.wav', 'sampling_rate': 16000}",LOFTONS AR FOUR FIVE E TWO IS IDENTIFIED PROCEED TO TRASETING AN CLIMB TO FLIGHT LEVEL TWO NINE A ZERO
lufthansa triple three zero climb flight level two nine zero ,051_0383,"{'array': array([-0.00776039, -0.02019835, -0.00025954, ...,  0.00142353,
       -0.00033926,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_209.wav', 'sampling_rate': 16000}",LOFT ON THE TRIPL TREE ZERO CLIMB FLIGHT LEVEL TWO NINA ZERO
delta echo charlie descend to flight level three seven zero ,051_0384,"{'array': array([-0.00375644, -0.00410664,  0.00041911, ...,  0.00237465,
       -0.00559674,  0.00081796], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_210.wav', 'sampling_rate': 16000}",THEY TAK AR CHARLIY YE SENT TO FLIGHD LEVEL THREE SEVEN ZERO
alitalia one three five contact zurich one three four decimal six ,051_0385,"{'array': array([-2.9273736e-03, -3.1981901e-03, -1.1912904e-03, ...,
        7.6805888e-04, -7.1408722e-05,  0.0000000e+00], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_211.wav', 'sampling_rate': 16000}",AL YOU TELL YOU ONE THREE FIVE CONTACT SO ON THREE FOUR DISIMA SIX
aero lloyd five six two climb now to flight level three five zero ,051_0386,"{'array': array([-0.00224872, -0.01499636, -0.00929099, ..., -0.00203738,
       -0.00357925,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_212.wav', 'sampling_rate': 16000}",WELL I'D FIVE SIX TOO CLIM NOW TOO FLAT LEVEL THREE FIVE ZERO
affirm aero lloyd six five two expedite your climb ,051_0387,"{'array': array([-0.0010735 , -0.00542247, -0.0218686 , ...,  0.00029381,
        0.00054006,  0.00014528], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_213.wav', 'sampling_rate': 16000}",FROM L AT FIVE SIX TWO EXPERDIDELINE
algerie two zero seven three proceed own navigation to trasadingen ,051_0388,"{'array': array([-0.00826518, -0.00627562, -0.00292942, ..., -0.00140996,
       -0.00024129, -0.00408363], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_214.wav', 'sampling_rate': 16000}",IGEE TWO ZERO SEVEN THREE POCET ON NIVIGATION TO TROSITINGAN
lufthansa three five zero eight climb to flight level three one zero ,051_0389,"{'array': array([-0.00711314, -0.00455029,  0.00133601, ...,  0.00117223,
        0.00107987,  0.00111728], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_215.wav', 'sampling_rate': 16000}",LEFT UNDER THREE FIVE ZERO EIGHT CLIMBED TWO FLIGHT LEVEL TREE ONE ZERO
delta @cheena proceed to trasadingen ,051_0390,"{'array': array([-0.0069943 , -0.01254878, -0.00846552, ..., -0.00616139,
        0.00053696,  0.0012319 ], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_216.wav', 'sampling_rate': 16000}",DOS AR CHINI PROSETO TOSETING AND
alitalia three six nine report your rate of descent ,051_0391,"{'array': array([-0.00903727, -0.00523108,  0.00248181, ...,  0.00041486,
       -0.00027369, -0.00998387], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_217.wav', 'sampling_rate': 16000}",I YOU TELL YOU AT THREE SIX NINE NOW REPORT YOUR RADE OF DO YOU SEND
yes alitalia three six nine expedite descent ,051_0392,"{'array': array([-0.01190351, -0.00426403, -0.00864348, ..., -0.00953978,
        0.0008748 ,  0.00172589], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_218.wav', 'sampling_rate': 16000}",YES I LITO YO THREE SIX AND NINE  EXPERDITE DECENT
tunair four eight zero two contact rhein one two seven decimal three seven ,051_0393,"{'array': array([-0.00237525, -0.0093664 , -0.00530803, ...,  0.00042446,
        0.00119708,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_219.wav', 'sampling_rate': 16000}",TWUN AFOD ZERO TWO CONTACTVINE ONE TWO SEVEN TO SMI THREE SEVEN
lufthansa triple three zero climb flight level three one zero ,051_0394,"{'array': array([-0.00845489, -0.00712124, -0.00632221, ...,  0.00021332,
        0.00058718,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_220.wav', 'sampling_rate': 16000}",LEFT ON THA TRIPPLE TREE ZERO CLIMB FLIGHT LEVEL TREE ONE ZERO
alitalia one three five disregard ahm sunwing five two one two contact zurich one three four decimal six ,051_0395,"{'array': array([-0.00945114, -0.01406893, -0.00561427, ..., -0.00154301,
       -0.00232024, -0.00384876], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_221.wav', 'sampling_rate': 16000}",ALITAL ONE THREE FIVE DISREGARD UM SIMING FIVE TWO ONE TWO CONTECT SUISH ONE THREE FOUR DOSIMAL SIX
sunwing five two one four contact zurich one three three decimal four ,051_0396,"{'array': array([-0.0081874 , -0.00351491, -0.01675955, ...,  0.00177124,
       -0.01077584,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_222.wav', 'sampling_rate': 16000}",SONDING FIVE TWO ONE FOUR CONTECT SUIH ONE TREE TREE DO SOME OF FOUR
algerie two zero seven three contact zurich one three four decimal six ,051_0397,"{'array': array([-0.00494369, -0.00795944, -0.00481971, ..., -0.00416018,
       -0.0037864 ,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_223.wav', 'sampling_rate': 16000}",ASUALY TWO ZERO SEVEN THREE CONTACT CILA HE ON THREE FOUR TO SEMO SIX
alitalia three six nine likewise zurich one three four decimal six ,051_0398,"{'array': array([-0.0118588 , -0.01632003, -0.01599996, ...,  0.00041932,
       -0.00503534, -0.01060618], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_224.wav', 'sampling_rate': 16000}",A YOU TALN  TRE SIX NINE LIKE WES TWO LIE ON THREE FOUR DO SIMO SIX
[EMPTY] ,051_0399,"{'array': array([-0.00643411, -0.02065243, -0.01672953, ...,  0.00176753,
       -0.00095482,  0.00195373], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_225.wav', 'sampling_rate': 16000}",
delta echo charlie descend now to flight level three one zero ,051_0400,"{'array': array([-0.0066034 , -0.01187192, -0.00630499, ..., -0.00015558,
       -0.00098002,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_226.wav', 'sampling_rate': 16000}",THEY'RE T ECCO CHARLIY DESENTN O TO FLIGHT LIFER TREE ONE ZERO
delta echo charlie turn right ten degrees ,051_0401,"{'array': array([-0.00620579, -0.02356834, -0.00389759, ...,  0.00023382,
       -0.00011242, -0.01285557], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_227.wav', 'sampling_rate': 16000}",THEYRE DAK OL CHARLY TEN AND RITE TEN DEGREES
aero lloyd five six two proceed now own navigation to hotel oscar charlie afterwards st prex flight planned route ,051_0402,"{'array': array([-0.00199847, -0.01413275, -0.01225422, ..., -0.00206476,
       -0.00787528, -0.0070005 ], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_228.wav', 'sampling_rate': 16000}",WELL AT FIVE SIX TWO PROCEED NOW ON NAVIGATION TO HOTEL OSCA CHALI AFTERWADS SON PE FLAT PLAN ROOD
[EMPTY] ,051_0403,"{'array': array([-0.01052294, -0.01771544, -0.00010888, ...,  0.00084294,
        0.00024309,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_229.wav', 'sampling_rate': 16000}",
lufthansa four two one nine turn left ten degrees ,051_0404,"{'array': array([-0.00349769, -0.00544502, -0.00579958, ..., -0.00305729,
       -0.00784023,  0.00156881], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_230.wav', 'sampling_rate': 16000}",OF TONS HA FOUR TWO ONE NINE OR TEN LEFT TEN DEGREES
delta echo charlie maintain your heading report ,051_0405,"{'array': array([-0.0010002 , -0.00927939, -0.01190573, ...,  0.00015997,
       -0.0084235 ,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_231.wav', 'sampling_rate': 16000}",DO THEY TAK KO CHARLY MAINTAIN YOUR HEADING REPORT
yeah report the heading to adjacent sector contact rhein one three two decimal four ,051_0406,"{'array': array([-0.00754484, -0.00606725, -0.01397065, ..., -0.00104897,
       -0.00051476, -0.01106476], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_232.wav', 'sampling_rate': 16000}",YEAH REPORT THE HEADING TO A JASAN ZECTO CONTECT LINE ONE THREE TWO DISMOV FOUR
ah lufthansa four two one nine maintain heading report heading to adjacent sector contact rhein one three two decimal four ,051_0407,"{'array': array([-0.00763742, -0.01136007, -0.00971486, ...,  0.00159119,
       -0.00115892, -0.00541414], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_233.wav', 'sampling_rate': 16000}",AND LOTONS AR FOUR TWO ONE NINE UH MAINTAIN HEADING REPORT HEADING TO A JASON ZECDOOR CONTACT LINE ONE THREE TWO TO SMMOTH FOUR
affirm and contact rhein one three two decimal four ,051_0408,"{'array': array([-0.0054803 , -0.01686655, -0.00639502, ..., -0.0087583 ,
        0.00104236,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm2/sm2_07/sm2_07_234.wav', 'sampling_rate': 16000}",A FIRM AN CONTACT LINE ONE THREE TWO  DI SMOTH FOUR
