transcription,recording_id,audio
bonjour viva nine zero eight one cleared kines st prex willisau flight level three four zero ,081_0014,atcosim/WAVdata/gm1/gm1_02/gm1_02_014.wav
berlin five three three eight set course direct to arbos ,081_0015,atcosim/WAVdata/gm1/gm1_02/gm1_02_015.wav
cross air six eight zero set course direct to bilsa ,081_0016,atcosim/WAVdata/gm1/gm1_02/gm1_02_016.wav
speedbird five six three you're identified cleared aosta st prex rolampont climb to flight level three four zero initially ,081_0017,atcosim/WAVdata/gm1/gm1_02/gm1_02_017.wav
sabena nine seven zero climb to flight level three one zero and report heading ,081_0018,atcosim/WAVdata/gm1/gm1_02/gm1_02_018.wav
roger turn left heading three two zero correction three three zero to permit climb ,081_0019,atcosim/WAVdata/gm1/gm1_02/gm1_02_019.wav
aero lloyd five one seven continue present heading due to traffic ,081_0020,atcosim/WAVdata/gm1/gm1_02/gm1_02_020.wav
speedbird five six three climb to flight level three five zero ,081_0021,atcosim/WAVdata/gm1/gm1_02/gm1_02_021.wav
transavia three two five six contact reims on one three four decimal four good bye ,081_0022,atcosim/WAVdata/gm1/gm1_02/gm1_02_022.wav
hapag lloyd one nine five bonjour cleared ah direct to bilsa flight level three three zero ,081_0023,atcosim/WAVdata/gm1/gm1_02/gm1_02_023.wav
<FL> </FL> ,081_0024,atcosim/WAVdata/gm1/gm1_02/gm1_02_024.wav
speedbird five eight zero bonjour call you back for further descent ,081_0025,atcosim/WAVdata/gm1/gm1_02/gm1_02_025.wav
speedbird five six three contact radar on one two eight decimal one five good bye ,081_0026,atcosim/WAVdata/gm1/gm1_02/gm1_02_026.wav
berlin five three three eight contact reims on one three four decimal four good bye ,081_0027,atcosim/WAVdata/gm1/gm1_02/gm1_02_027.wav
bonjour saudia one five five squawk five seven four three ,081_0028,atcosim/WAVdata/gm1/gm1_02/gm1_02_028.wav
speedbird five eight zero descend to flight level two one zero ,081_0029,atcosim/WAVdata/gm1/gm1_02/gm1_02_029.wav
sabena nine three seven two calling ,081_0030,atcosim/WAVdata/gm1/gm1_02/gm1_02_030.wav
roger contact reims one three four decimal four ,081_0031,atcosim/WAVdata/gm1/gm1_02/gm1_02_031.wav
alitalia two three four bonjour squawk five seven seven five ,081_0032,atcosim/WAVdata/gm1/gm1_02/gm1_02_032.wav
sabena nine seven zero climb to flight level three four zero ,081_0033,atcosim/WAVdata/gm1/gm1_02/gm1_02_033.wav
saudia one five five you're identified cleared st prex dijon flight level three two zero ,081_0034,atcosim/WAVdata/gm1/gm1_02/gm1_02_034.wav
aero lloyd five one seven turn left heading three six zero ,081_0035,atcosim/WAVdata/gm1/gm1_02/gm1_02_035.wav
alitalia two three four you're identified cleared aosta st prex rolampont flight level two eight zero stand by for further climb ,081_0036,atcosim/WAVdata/gm1/gm1_02/gm1_02_036.wav
topswiss four five seven eight contact marseille one two five eight five good bye ,081_0037,atcosim/WAVdata/gm1/gm1_02/gm1_02_037.wav
<FL> </FL> ,081_0038,atcosim/WAVdata/gm1/gm1_02/gm1_02_038.wav
lufthansa four seven three one contact zurich on one three four decimal six good bye ,081_0039,atcosim/WAVdata/gm1/gm1_02/gm1_02_039.wav
europa three eight one bonjour cleared kines st prex willisau flight level three four zero ,081_0040,atcosim/WAVdata/gm1/gm1_02/gm1_02_040.wav
sabena nine seven zero own navigation direct to arbos ,081_0041,atcosim/WAVdata/gm1/gm1_02/gm1_02_041.wav
speedbird five eight zero contact marseille one two five eight five good bye ,081_0042,atcosim/WAVdata/gm1/gm1_02/gm1_02_042.wav
german air force three three four bonjour maintain flight level three two zero via passeiry epinal ,081_0043,atcosim/WAVdata/gm1/gm1_02/gm1_02_043.wav
cross air five one two turn right to willisau ,081_0044,atcosim/WAVdata/gm1/gm1_02/gm1_02_044.wav
alitalia two three four climb to flight level three two zero ,081_0045,atcosim/WAVdata/gm1/gm1_02/gm1_02_045.wav
german air force three three four due to traffic continue present heading ,081_0046,atcosim/WAVdata/gm1/gm1_02/gm1_02_046.wav
saudia one five five due to traffic continue present heading ,081_0047,atcosim/WAVdata/gm1/gm1_02/gm1_02_047.wav
cross air six eight zero contact marseille one two five decimal eight five good bye ,081_0048,atcosim/WAVdata/gm1/gm1_02/gm1_02_048.wav
saudia one five five descend to flight level three one zero due to traffic and own navigation direct to dijon ,081_0049,atcosim/WAVdata/gm1/gm1_02/gm1_02_049.wav
swissair six seven five two bonjour continue climb to flight level two nine zero ,081_0050,atcosim/WAVdata/gm1/gm1_02/gm1_02_050.wav
bonjour hamburg air two five four six cleared direct la tour du pin flight level two nine zero ,081_0051,atcosim/WAVdata/gm1/gm1_02/gm1_02_051.wav
foxtrot foxtrot lima bonjour cleared direct torino flight level three one zero ,081_0052,atcosim/WAVdata/gm1/gm1_02/gm1_02_052.wav
ascot nine three one nine bonjour squawk five seven three three ,081_0053,atcosim/WAVdata/gm1/gm1_02/gm1_02_053.wav
luxair five five one contact milano one two five eight five good bye ,081_0054,atcosim/WAVdata/gm1/gm1_02/gm1_02_054.wav
alitalia three zero one descend to flight level two seven zero ,081_0055,atcosim/WAVdata/gm1/gm1_02/gm1_02_055.wav
ascot nine three one nine identified cleared st prex rolampont flight level three four zero ,081_0056,atcosim/WAVdata/gm1/gm1_02/gm1_02_056.wav
europa three eight one turn left heading zero zero five ,081_0057,atcosim/WAVdata/gm1/gm1_02/gm1_02_057.wav
europa three eight one turn left heading zero zero five ,081_0058,atcosim/WAVdata/gm1/gm1_02/gm1_02_058.wav
aero lloyd five six zero bonjour cleared ah passeiry bilsa flight level three three zero ,081_0059,atcosim/WAVdata/gm1/gm1_02/gm1_02_059.wav
lufthansa eight two six eight flight level three five zero confirm ,081_0060,atcosim/WAVdata/gm1/gm1_02/gm1_02_060.wav
roger contact us on ah one two eight one five good bye ,081_0061,atcosim/WAVdata/gm1/gm1_02/gm1_02_061.wav
alitalia three hundred contact paris on one three three decimal eight two good bye ,081_0062,atcosim/WAVdata/gm1/gm1_02/gm1_02_062.wav
alitalia three zero one contact milano one two five decimal eight five good bye ,081_0063,atcosim/WAVdata/gm1/gm1_02/gm1_02_063.wav
viva nine zero eight one turn right to willisau ,081_0064,atcosim/WAVdata/gm1/gm1_02/gm1_02_064.wav
transavia three two five six ah bonjour what's your position ,081_0065,atcosim/WAVdata/gm1/gm1_02/gm1_02_065.wav
roger contact reims one three four four please ,081_0066,atcosim/WAVdata/gm1/gm1_02/gm1_02_066.wav
aero lloyd five one seven own navigation direct to willisau ,081_0067,atcosim/WAVdata/gm1/gm1_02/gm1_02_067.wav
belgian airforce two three four own navigation direct to epinal ,081_0068,atcosim/WAVdata/gm1/gm1_02/gm1_02_068.wav
@roystar six two six four nine four bonjour cleared kines st prex arbos epinal flight level ,081_0069,atcosim/WAVdata/gm1/gm1_02/gm1_02_069.wav
zero ,081_0070,atcosim/WAVdata/gm1/gm1_02/gm1_02_070.wav
airfrans <FL> </FL> six five six descend to flight level two one zero ,081_0071,atcosim/WAVdata/gm1/gm1_02/gm1_02_071.wav
<FL> </FL> ,081_0072,atcosim/WAVdata/gm1/gm1_02/gm1_02_072.wav
hapag lloyd one nine five contact marseille one two five eight five good bye ,081_0073,atcosim/WAVdata/gm1/gm1_02/gm1_02_073.wav
cross air five five one two descend to flight level two eight zero [NONSENSE] correction cross air five one two descend to flight level two eight zero with two thousand feet per minute ,081_0074,atcosim/WAVdata/gm1/gm1_02/gm1_02_074.wav
<FL> </FL> ,081_0075,atcosim/WAVdata/gm1/gm1_02/gm1_02_075.wav
bonjour berlin five zero eight one cleared direct la tour du pin flight level three three zero ,081_0076,atcosim/WAVdata/gm1/gm1_02/gm1_02_076.wav
stand by i'll call you back for higher ,081_0077,atcosim/WAVdata/gm1/gm1_02/gm1_02_077.wav
hamburg air two five four six continue present heading due to traffic ,081_0078,atcosim/WAVdata/gm1/gm1_02/gm1_02_078.wav
[EMPTY] ,081_0079,atcosim/WAVdata/gm1/gm1_02/gm1_02_079.wav
<OT> ah yes it was cut it's okay again </OT> ,081_0080,atcosim/WAVdata/gm1/gm1_02/gm1_02_080.wav
[EMPTY] ,081_0081,atcosim/WAVdata/gm1/gm1_02/gm1_02_081.wav
cross air two six six zero bonjour maintain ah climb to flight level two eight zero and ah turn right ten degrees ,081_0082,atcosim/WAVdata/gm1/gm1_02/gm1_02_082.wav
cross air five one two contact zurich on one two five decimal eight five good bye ,081_0083,atcosim/WAVdata/gm1/gm1_02/gm1_02_083.wav
belgian airforce three three four contact reims on one three four decimal four good bye ,081_0084,atcosim/WAVdata/gm1/gm1_02/gm1_02_084.wav
@period one seven one bonjour maintain three three zero passeiry bilsa ,081_0085,atcosim/WAVdata/gm1/gm1_02/gm1_02_085.wav
aero lloyd five one seven contact zurich on one ,081_0086,atcosim/WAVdata/gm1/gm1_02/gm1_02_086.wav
aero lloyd five one seven contact zurich on one three four one three four decimal six good bye ,081_0087,atcosim/WAVdata/gm1/gm1_02/gm1_02_087.wav
aero lloyd five one seven geneva ,081_0088,atcosim/WAVdata/gm1/gm1_02/gm1_02_088.wav
aero lloyd five one seven geneva ,081_0089,atcosim/WAVdata/gm1/gm1_02/gm1_02_089.wav
contact zurich one three four decimal six good bye ,081_0090,atcosim/WAVdata/gm1/gm1_02/gm1_02_090.wav
berlin five zero eight one climb to flight level three five zero ,081_0091,atcosim/WAVdata/gm1/gm1_02/gm1_02_091.wav
cross air five one two ah zurich one two five eight five ,081_0092,atcosim/WAVdata/gm1/gm1_02/gm1_02_092.wav
hapag lloyd six five three bonjour maintain flight level three one zero passeiry bilsa ,081_0093,atcosim/WAVdata/gm1/gm1_02/gm1_02_093.wav
cross air two six nine zero climb to flight level three f= three zero ,081_0094,atcosim/WAVdata/gm1/gm1_02/gm1_02_094.wav
alitalia two six two bonjour i'll call you back ,081_0095,atcosim/WAVdata/gm1/gm1_02/gm1_02_095.wav
saudia one five five descend to flight level three zero zero ,081_0096,atcosim/WAVdata/gm1/gm1_02/gm1_02_096.wav
saudia one five five contact paris on one three three decimal eight two good bye ,081_0097,atcosim/WAVdata/gm1/gm1_02/gm1_02_097.wav
sabena nine seven zero contact reims on one three four decimal four good bye ,081_0098,atcosim/WAVdata/gm1/gm1_02/gm1_02_098.wav
alitalia two three four contact reims on one three two two seven good bye ,081_0099,atcosim/WAVdata/gm1/gm1_02/gm1_02_099.wav
swissair six seven five two turn left to kamas direct ,081_0100,atcosim/WAVdata/gm1/gm1_02/gm1_02_100.wav
<FL> </FL> ,081_0101,atcosim/WAVdata/gm1/gm1_02/gm1_02_101.wav
lufthansa five five five zero bonjour maintain two nine zero st prex passeiry ,081_0102,atcosim/WAVdata/gm1/gm1_02/gm1_02_102.wav
europa three six one bonjour maintain flight level three four zero kines st prex willisau ,081_0103,atcosim/WAVdata/gm1/gm1_02/gm1_02_103.wav
foxtrot foxtrot lima contact milano on one two five decimal eight five good bye ,081_0104,atcosim/WAVdata/gm1/gm1_02/gm1_02_104.wav
cross air two six nine zero own navigation direct to la tour du pin ,081_0105,atcosim/WAVdata/gm1/gm1_02/gm1_02_105.wav
viva nine zero eight one contact ah zurich one three four decimal six good bye ,081_0106,atcosim/WAVdata/gm1/gm1_02/gm1_02_106.wav
air berlin five zero eight one contact radar one two eight one five good bye ,081_0107,atcosim/WAVdata/gm1/gm1_02/gm1_02_107.wav
france six seven three bonjour squawk five seven four four ,081_0108,atcosim/WAVdata/gm1/gm1_02/gm1_02_108.wav
alitalia two six two squawk five seven three six ,081_0109,atcosim/WAVdata/gm1/gm1_02/gm1_02_109.wav
bonjour french line three five six one cleared direct torino flight level three one zero ,081_0110,atcosim/WAVdata/gm1/gm1_02/gm1_02_110.wav
ascot nine three one nine contact reims on one three two decimal two seven good bye ,081_0111,atcosim/WAVdata/gm1/gm1_02/gm1_02_111.wav
europa three eight one own navigation direct to willisau ,081_0112,atcosim/WAVdata/gm1/gm1_02/gm1_02_112.wav
and europa three eight one descend to flight level two eight zero ,081_0113,atcosim/WAVdata/gm1/gm1_02/gm1_02_113.wav
alitalia two six two identified climb to flight level three two zero via aosta st prex rolampont ,081_0114,atcosim/WAVdata/gm1/gm1_02/gm1_02_114.wav
france six seven three identified cleared st prex dijon flight level three four zero ,081_0115,atcosim/WAVdata/gm1/gm1_02/gm1_02_115.wav
<FL> </FL> ,081_0116,atcosim/WAVdata/gm1/gm1_02/gm1_02_116.wav
fox tango lima bonjour i'll call you back for further descent ,081_0117,atcosim/WAVdata/gm1/gm1_02/gm1_02_117.wav
europa three eight one contact zurich on one two five decimal eight five good bye ,081_0118,atcosim/WAVdata/gm1/gm1_02/gm1_02_118.wav
aero lloyd five six zero contact marseille one two five eight five good bye ,081_0119,atcosim/WAVdata/gm1/gm1_02/gm1_02_119.wav
hapag lloyd one seven one turn left to bilsa ,081_0120,atcosim/WAVdata/gm1/gm1_02/gm1_02_120.wav
hapag lloyd six five three continue present heading to permit climb ,081_0121,atcosim/WAVdata/gm1/gm1_02/gm1_02_121.wav
<FL> </FL> ,081_0122,atcosim/WAVdata/gm1/gm1_02/gm1_02_122.wav
<FL> </FL> ,081_0123,atcosim/WAVdata/gm1/gm1_02/gm1_02_123.wav
lufthansa triple five zero descend to flight level one zero zero ,081_0124,atcosim/WAVdata/gm1/gm1_02/gm1_02_124.wav
triple five zero contact marseille one two five eight five good bye ,081_0125,atcosim/WAVdata/gm1/gm1_02/gm1_02_125.wav
monarch two four four bonjour squawk five seven six six and climb to flight level three zero zero ,081_0126,atcosim/WAVdata/gm1/gm1_02/gm1_02_126.wav
[EMPTY] ,081_0127,atcosim/WAVdata/gm1/gm1_02/gm1_02_127.wav
@roystar six nine s= correction six four nine four contact reims on one three four decimal four good bye ,081_0128,atcosim/WAVdata/gm1/gm1_02/gm1_02_128.wav
hapag lloyd six five three climb to flight level three four zero ,081_0129,atcosim/WAVdata/gm1/gm1_02/gm1_02_129.wav
monarch two four four identified cleared aosta st prex rolampont flight level three zero zero ,081_0130,atcosim/WAVdata/gm1/gm1_02/gm1_02_130.wav
bonjour [UNKNOWN] three [UNKNOWN] squawk five seven four six ,081_0131,atcosim/WAVdata/gm1/gm1_02/gm1_02_131.wav
cross air two six nine zero contact marseille on one two five decimal eight five good bye ,081_0132,atcosim/WAVdata/gm1/gm1_02/gm1_02_132.wav
hamburg air two five four six marseille one two five eight five good bye ,081_0133,atcosim/WAVdata/gm1/gm1_02/gm1_02_133.wav
hapag lloyd six five three own navigation direct to bilsa ,081_0134,atcosim/WAVdata/gm1/gm1_02/gm1_02_134.wav
foxtrot tango lima descend to flight level two seven zero ,081_0135,atcosim/WAVdata/gm1/gm1_02/gm1_02_135.wav
transwede one zero seven bonjour maintain flight level three three zero via st prex then direct bilsa ,081_0136,atcosim/WAVdata/gm1/gm1_02/gm1_02_136.wav
~l ~t ~u seven seven five six bonjour maintain three one zero and ah stand by for climb ,081_0137,atcosim/WAVdata/gm1/gm1_02/gm1_02_137.wav
<FL> </FL> ,081_0138,atcosim/WAVdata/gm1/gm1_02/gm1_02_138.wav
~l ~t ~u seven seven five six turn left heading two two zero ,081_0139,atcosim/WAVdata/gm1/gm1_02/gm1_02_139.wav
foxtrot tango lima contact milano one two five eight five good bye ,081_0140,atcosim/WAVdata/gm1/gm1_02/gm1_02_140.wav
sierra six seven five two contact marseille one two five eight five good bye ,081_0141,atcosim/WAVdata/gm1/gm1_02/gm1_02_141.wav
transwede one zero seven due to traffic continue present heading ,081_0142,atcosim/WAVdata/gm1/gm1_02/gm1_02_142.wav
hapag lloyd six five three climb to flight level three five zero ,081_0143,atcosim/WAVdata/gm1/gm1_02/gm1_02_143.wav
six five three contact marseille one two five eight five good bye ,081_0144,atcosim/WAVdata/gm1/gm1_02/gm1_02_144.wav
~l ~t ~u seven seven five six turn left heading ah two one zero climb to flight level three five zero ,081_0145,atcosim/WAVdata/gm1/gm1_02/gm1_02_145.wav
[EMPTY] ,081_0146,atcosim/WAVdata/gm1/gm1_02/gm1_02_146.wav
alitalia two six two contact reims on one three two decimal two seven good bye ,081_0147,atcosim/WAVdata/gm1/gm1_02/gm1_02_147.wav
~l ~t ~u seven seven five six report radar heading to geneva one two eight decimal one five good bye ,081_0148,atcosim/WAVdata/gm1/gm1_02/gm1_02_148.wav
bonjour alitalia three one seven cleared passeiry torino flight level two nine zero ,081_0149,atcosim/WAVdata/gm1/gm1_02/gm1_02_149.wav
bonjour sabena nine five nine cleared direct la tour du pin flight level three one zero ,081_0150,atcosim/WAVdata/gm1/gm1_02/gm1_02_150.wav
transwede one zero seven own navigation direct to bilsa ,081_0151,atcosim/WAVdata/gm1/gm1_02/gm1_02_151.wav
sunwing five two zero three bonjour cleared ah kines st prex willisau flight level three four zero ,081_0152,atcosim/WAVdata/gm1/gm1_02/gm1_02_152.wav
<FL> </FL> ,081_0153,atcosim/WAVdata/gm1/gm1_02/gm1_02_153.wav
november one four five whiskey bonjour stand by for change of code ,081_0154,atcosim/WAVdata/gm1/gm1_02/gm1_02_154.wav
hapag lloyd one seven one contact marseille one two five eight five good bye ,081_0155,atcosim/WAVdata/gm1/gm1_02/gm1_02_155.wav
french line three five six one contact milano one two five eight five good bye ,081_0156,atcosim/WAVdata/gm1/gm1_02/gm1_02_156.wav
november one four five whiskey squawk five seven seven three ,081_0157,atcosim/WAVdata/gm1/gm1_02/gm1_02_157.wav
bonjour alitalia three seven zero squawk five seven four zero ,081_0158,atcosim/WAVdata/gm1/gm1_02/gm1_02_158.wav
airfrans six seven three contact paris on one three three decimal eight two good bye ,081_0159,atcosim/WAVdata/gm1/gm1_02/gm1_02_159.wav
<FL> </FL> ,081_0160,atcosim/WAVdata/gm1/gm1_02/gm1_02_160.wav
november one four five whiskey identified cleared aosta st prex dijon climb to flight level three eight zero ,081_0161,atcosim/WAVdata/gm1/gm1_02/gm1_02_161.wav
alitalia three seven zero identified cleared aosta st prex dijon flight level three two zero ,081_0162,atcosim/WAVdata/gm1/gm1_02/gm1_02_162.wav
<FL> </FL> ,081_0163,atcosim/WAVdata/gm1/gm1_02/gm1_02_163.wav
<FL> </FL> ,081_0164,atcosim/WAVdata/gm1/gm1_02/gm1_02_164.wav
<FL> </FL> ,081_0165,atcosim/WAVdata/gm1/gm1_02/gm1_02_165.wav
france six six eight bonjour cleared passeiry torino flight level two nine zero ,081_0166,atcosim/WAVdata/gm1/gm1_02/gm1_02_166.wav
foxtrot delta tango bonjour squawk five seven six five ,081_0167,atcosim/WAVdata/gm1/gm1_02/gm1_02_167.wav
<FL> </FL> ,081_0168,atcosim/WAVdata/gm1/gm1_02/gm1_02_168.wav
alitalia three seven zero identified cleared aosta st prex dijon flight level three two zero ,081_0169,atcosim/WAVdata/gm1/gm1_02/gm1_02_169.wav
foxtrot delta tango you're identified cleared st prex arbos epinal climb to flight level three two zero ,081_0170,atcosim/WAVdata/gm1/gm1_02/gm1_02_170.wav
europa three six one contact zurich on one three four decimal six good bye ,081_0171,atcosim/WAVdata/gm1/gm1_02/gm1_02_171.wav
<FL> </FL> ,081_0172,atcosim/WAVdata/gm1/gm1_02/gm1_02_172.wav
november one four five whiskey contact radar on one two eight decimal one five good bye ,081_0173,atcosim/WAVdata/gm1/gm1_02/gm1_02_173.wav
<FL> </FL> ,081_0174,atcosim/WAVdata/gm1/gm1_02/gm1_02_174.wav
<FL> </FL> ,081_0175,atcosim/WAVdata/gm1/gm1_02/gm1_02_175.wav
<FL> </FL> ,081_0176,atcosim/WAVdata/gm1/gm1_02/gm1_02_176.wav
<FL> </FL> ,081_0177,atcosim/WAVdata/gm1/gm1_02/gm1_02_177.wav
monarch two four four contact reims on one three two decimal two seven good bye ,081_0178,atcosim/WAVdata/gm1/gm1_02/gm1_02_178.wav
<OT> it seems yes that's the exercise who blocked normally so to respect the tradition it's okay like that </OT> ,081_0179,atcosim/WAVdata/gm1/gm1_02/gm1_02_179.wav
transavia three eight one good morning radar contact ,081_0180,atcosim/WAVdata/zf1/zf1_01/zf1_01_001.wav
swissair six five two zero after willisau direct to karlsruhe ,081_0181,atcosim/WAVdata/zf1/zf1_01/zf1_01_002.wav
[EMPTY] ,081_0182,atcosim/WAVdata/zf1/zf1_01/zf1_01_003.wav
~t ~w ~a eight eight one good morning maintain three three zero trasadingen zurich east to fusse ,081_0183,atcosim/WAVdata/zf1/zf1_01/zf1_01_004.wav
transavia three eight one turn left heading one seven zero ,081_0184,atcosim/WAVdata/zf1/zf1_01/zf1_01_005.wav
swissair six five two zero rhein control one two zero nine two adjo ,081_0185,atcosim/WAVdata/zf1/zf1_01/zf1_01_006.wav
austrian two two contact milan one three four decimal five two good bye ,081_0186,atcosim/WAVdata/zf1/zf1_01/zf1_01_007.wav
airfrans three two six one good morning roger squawk ident ,081_0187,atcosim/WAVdata/zf1/zf1_01/zf1_01_008.wav
airfrans three two six one squawk now two seven two four ,081_0188,atcosim/WAVdata/zf1/zf1_01/zf1_01_009.wav
transavia three eight one own navigation to canne ,081_0189,atcosim/WAVdata/zf1/zf1_01/zf1_01_010.wav
blue five seven two good morning descend to flight level two nine zero ,081_0190,atcosim/WAVdata/zf1/zf1_01/zf1_01_011.wav
aero lloyd five six zero good morning radar contact ,081_0191,atcosim/WAVdata/zf1/zf1_01/zf1_01_012.wav
airfrans three two six one turn left heading two five five climb to level two nine zero ,081_0192,atcosim/WAVdata/zf1/zf1_01/zf1_01_013.wav
negative cleared level two nine zero ,081_0193,atcosim/WAVdata/zf1/zf1_01/zf1_01_014.wav
sabena seven eight one six good morning squawk two seven one six ,081_0194,atcosim/WAVdata/zf1/zf1_01/zf1_01_015.wav
lufthansa four three five six good morning squawk two seven one two ,081_0195,atcosim/WAVdata/zf1/zf1_01/zf1_01_016.wav
emirates eight one good morning maintain level three three zero trasadingen zurich east to fusse ,081_0196,atcosim/WAVdata/zf1/zf1_01/zf1_01_017.wav
sabena seven eight one six is identified ,081_0197,atcosim/WAVdata/zf1/zf1_01/zf1_01_018.wav
blue five seven two turn now right direct to canne ,081_0198,atcosim/WAVdata/zf1/zf1_01/zf1_01_019.wav
lufthansa five three one eight contact milan one three four decimal five two tschuss ,081_0199,atcosim/WAVdata/zf1/zf1_01/zf1_01_020.wav
lufthansa eight two six eight good morning maintain level two nine zero willisau st prex ,081_0200,atcosim/WAVdata/zf1/zf1_01/zf1_01_021.wav
~t ~w ~a eight eight one contact milan one three four five two good day ,081_0201,atcosim/WAVdata/zf1/zf1_01/zf1_01_022.wav
aero lloyd five six zero turn right direct to st prex ,081_0202,atcosim/WAVdata/zf1/zf1_01/zf1_01_023.wav
lufthansa four seven two three good morning roger ,081_0203,atcosim/WAVdata/zf1/zf1_01/zf1_01_024.wav
lufthansa triple five zero good morning squawk two seven five seven ,081_0204,atcosim/WAVdata/zf1/zf1_01/zf1_01_025.wav
blue five seven two descend to flight level two five zero ,081_0205,atcosim/WAVdata/zf1/zf1_01/zf1_01_026.wav
contact milan one three four decimal five two good bye ,081_0206,atcosim/WAVdata/zf1/zf1_01/zf1_01_027.wav
air berlin five zero eight one good morning radar contact ,081_0207,atcosim/WAVdata/zf1/zf1_01/zf1_01_028.wav
foxtrot sierra india confirm in a right turn heading two nine zero ,081_0208,atcosim/WAVdata/zf1/zf1_01/zf1_01_029.wav
ah okay disregard that ah own navigation trasadingen saronno ,081_0209,atcosim/WAVdata/zf1/zf1_01/zf1_01_030.wav
lufthansa eight two six eight climb to flight level three three zero turn right one zero degrees ,081_0210,atcosim/WAVdata/zf1/zf1_01/zf1_01_031.wav
[EMPTY] ,081_0211,atcosim/WAVdata/zf1/zf1_01/zf1_01_032.wav
transavia three eight one milan one three four five two good bye ,081_0212,atcosim/WAVdata/zf1/zf1_01/zf1_01_033.wav
airfrans three two six one own navigation to willisau ,081_0213,atcosim/WAVdata/zf1/zf1_01/zf1_01_034.wav
lufthansa triple five zero fly heading two five five ,081_0214,atcosim/WAVdata/zf1/zf1_01/zf1_01_035.wav
air inter three two zero papa hotel good morning squawk two seven one two ,081_0215,atcosim/WAVdata/zf1/zf1_01/zf1_01_036.wav
luftha= ,081_0216,atcosim/WAVdata/zf1/zf1_01/zf1_01_037.wav
lufthansa eight two six eight own navigation to olben st prex ,081_0217,atcosim/WAVdata/zf1/zf1_01/zf1_01_038.wav
roger for further climb zurich one three three decimal four good bye ,081_0218,atcosim/WAVdata/zf1/zf1_01/zf1_01_039.wav
[EMPTY] ,081_0219,atcosim/WAVdata/zf1/zf1_01/zf1_01_040.wav
jetcom one three three good morning climb to flight level three one zero ,081_0220,atcosim/WAVdata/zf1/zf1_01/zf1_01_041.wav
air inter three two zero papa hotel is identified maintain level two eight zero for the time ,081_0221,atcosim/WAVdata/zf1/zf1_01/zf1_01_042.wav
ah report position ,081_0222,atcosim/WAVdata/zf1/zf1_01/zf1_01_043.wav
yeah okay change back to previous ,081_0223,atcosim/WAVdata/zf1/zf1_01/zf1_01_044.wav
hapag lloyd six five three good morning i'll call you back for climb shortly ,081_0224,atcosim/WAVdata/zf1/zf1_01/zf1_01_045.wav
germania five four zero good morning maintain level three three zero trasadingen st prex ,081_0225,atcosim/WAVdata/zf1/zf1_01/zf1_01_046.wav
air berlin five zero eight one turn right to st prex ,081_0226,atcosim/WAVdata/zf1/zf1_01/zf1_01_047.wav
airfrans three two six one turn now left to st prex ,081_0227,atcosim/WAVdata/zf1/zf1_01/zf1_01_048.wav
airfrans three two six one due traffic descend to flight level two seven zero ,081_0228,atcosim/WAVdata/zf1/zf1_01/zf1_01_049.wav
hapag lloyd six five three set course direct to olben ,081_0229,atcosim/WAVdata/zf1/zf1_01/zf1_01_050.wav
hap= ,081_0230,atcosim/WAVdata/zf1/zf1_01/zf1_01_051.wav
ah stand by ,081_0231,atcosim/WAVdata/zf1/zf1_01/zf1_01_052.wav
and hapag lloyd six five three turn right heading two one zero ,081_0232,atcosim/WAVdata/zf1/zf1_01/zf1_01_053.wav
lufthansa four seven two three descend to flight level two nine zero ,081_0233,atcosim/WAVdata/zf1/zf1_01/zf1_01_054.wav
lufthansa four three five six reims one three four decimal four good bye ,081_0234,atcosim/WAVdata/zf1/zf1_01/zf1_01_055.wav
aero lloyd five six zero geneva one three three one five good bye ,081_0235,atcosim/WAVdata/zf1/zf1_01/zf1_01_056.wav
airfrans three two six one contact ah milan one ah correction geneva one three three one five good bye ,081_0236,atcosim/WAVdata/zf1/zf1_01/zf1_01_057.wav
hamburg air two five four six ,081_0237,atcosim/WAVdata/zf1/zf1_01/zf1_01_058.wav
hamburg air two five four six climb now to flight level two nine zero ,081_0238,atcosim/WAVdata/zf1/zf1_01/zf1_01_059.wav
[EMPTY] ,081_0239,atcosim/WAVdata/zf1/zf1_01/zf1_01_060.wav
foxtrot sierra india milan one three four five two good bye ,081_0240,atcosim/WAVdata/zf1/zf1_01/zf1_01_061.wav
hapag lloyd six five three climb to flight level three three zero ,081_0241,atcosim/WAVdata/zf1/zf1_01/zf1_01_062.wav
germania five four zero turn left one zero degrees ,081_0242,atcosim/WAVdata/zf1/zf1_01/zf1_01_063.wav
emirates eight one contact milan one three four decimal five two good bye ,081_0243,atcosim/WAVdata/zf1/zf1_01/zf1_01_064.wav
lufthansa four seven two three milan one three four decimal five two good bye ,081_0244,atcosim/WAVdata/zf1/zf1_01/zf1_01_065.wav
station calling ,081_0245,atcosim/WAVdata/zf1/zf1_01/zf1_01_066.wav
airfrans one five five four good morning maintain level three three zero trasadingen zurich east fusse ,081_0246,atcosim/WAVdata/zf1/zf1_01/zf1_01_067.wav
hapag lloyd six five three climb to flight level three five zero ,081_0247,atcosim/WAVdata/zf1/zf1_01/zf1_01_068.wav
hamburg air two five four six geneva one three three one five good bye ,081_0248,atcosim/WAVdata/zf1/zf1_01/zf1_01_069.wav
hapag lloyd six five three continue heading contact zurich one three three decimal four good bye ,081_0249,atcosim/WAVdata/zf1/zf1_01/zf1_01_070.wav
