transcription,recording_id,labels,model_transcription
lufthansa four three five six contact reims on one three four decimal four bye bye ,081_0522,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3
 4 3 3 3 3 3 4 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3
 4 3 3 3 4 3 3 3 4]",LOUTANZA FOR TREE FIVE SIX CANTARAN A MON TRE FOUR DA SA MOFOUR BABI
condor one zero four good morning squawk seven five three one ,081_0524,"[3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3
 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4]",CONDO ONCE ROUGH A FOUR GOOLD MORNING SQUAWK SEVEN FIVE THREE ONE
airfrans one five five four turn left for heading of zero nine zero ,081_0525,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3
 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",AF ONCS ONE FIE FIVE FOUR TURNED LE FOUR HIADING OF SYRONINZIVO
speedway three four six nine good morning radar contact maintain flight level two nine zero ill call you back with direct ,081_0526,"[3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3
 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3
 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3
 3 3 3 4 3 3 3 3 3 3 4]",SPEE WAY THREE FOR SIX NINE A GOOD MORNING RAD OUR CANSAC MAINSAN FLILE OVER TWO NINA ZERO I CALL YOU BACKER DIRECT
condor one zero four radar contact climb flight level three one zero ,081_0527,"[3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3
 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4]",CONDO UANSERO FOUR RADARCANSANCLANFLILE OF A TREE WUANZERO
aviva nine zero eight one roger radar contact ill call you back with further descent ,081_0528,"[3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3
 4 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3
 3 3 4 3 3 3 3 3 3 3 4]",AVIVANI SAW AID MY ROGE RADA CANSACT I CALL YOUR BACK WITH FUDE DESSENT
break condor one zero four good morn ah climb to flight level three five zero ,081_0529,"[3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4
 3 3 4 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3
 3 3 3 4]",BRECK CONDOH ONCE THROUGH A FORKO A CLIMBS A FLIGHT LOVE OF TREE AT FIVE SERELL
roger your rate of climb ,081_0530,[3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 4 3 3 3 3 3 4],ROGER YOU RATE OF CLIME
gulf air zero three two heading zero nine zero ,081_0531,"[3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4
 3 3 3 3 4 3 3 3 3 4]",GOD FAZITO THREE TWO HEADING SERONINSERO
swissair four eight eight checked in ,081_0532,[3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 4],SWIS A FOIDAY TRICKING
hapag lloyd one seven one contact geneva one three three one five bye bye ,081_0533,"[3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3
 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4]",HOWBALID ONE SEVEN ONE CANTS AT GENEVA ONE THREE THREE ONE FIVE BABI
thank you ,081_0534,[3 3 3 3 3 4 3 3 3 4],THANK YOU
condor one zero four thank you very much and further climb clearance contact radar one three three point four bye bye ,081_0535,"[3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3
 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3
 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3
 3 3 4 3 3 3 4]",CONTE WANS DOO FOURT THANK YOUR VERY MUCH AND FERDE CLIME CLEENSCANZAREDA ONE TREE TREE POINT FOURBEBI
foxtrot sierra india direct canne descend flight level two five zero ,081_0536,"[3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3
 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",FOXTO SHE INDIA DIRECTANNA DISAN FLIT OVER TWO FIVES EROW
foxtrot oscar lima good morning radar contact maintain flight level two nine zero ,081_0537,"[3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3
 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3
 3 3 4 3 3 3 3 4]",FOXTAU OSCALIMA GOOD MORNING RA DAR CANSAC MAYINSAY IN FLIGHT OVA TWO OR NINE AS HE WO
airfrans three five six good morning squawk seven five three six ,081_0538,"[3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4
 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4]",ONCE THREE FIVE SIX GOOD MORNINGS SQUARE SEVEN FIVE THREE SIX
airfrans one five five four descend flight level two seven zero ,081_0539,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3
 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4]",F HONCE ONE FIVE FIVE FORTY SAN FLI OFA TWO SERVANTS YOU WOL
swissair four eight eight good morning radar contact call you back with higher ,081_0540,"[3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3
 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3
 3 3 3 3 4]",SWISSA FOUR AD A GOD MORNING RA DAR CANSA COLL YOUR BAT WAHIA
swissair six five five two descend flight level two seven zero ,081_0541,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3
 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4]",SWI AS SIX FIVE FIVE TUDAY SIN FLIGHT OVE TWO SERVANTS E WOL
swissair six five five two im sorry climb level two nine zero instead ,081_0542,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 4 3 3 3 3 3 4 3
 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4]",SWITS AS SIX FIVE FIVE TWO I'M SORRY CLAM LOVER TWO NINE AS HE ROINSTEAD
swissair four eight eight continue present heading climb flight level three one zero ,081_0543,"[3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3
 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3
 3 4 3 3 3 4 3 3 3 3 4]",SISAFOR ADE CONTINUL PRESENT HEAD IN CLIMEFLAT OF A TREE VANEZIRO
transwede one eight seven good morning radar contact ,081_0544,"[3 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3
 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4]",TRANSUID ONE A SERVANT GOOD MORNING RADE OUR CONSACT
speedway three four six nine descend flight level two seven zero ,081_0545,"[3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4
 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4]",SPEED WAY THREE FOUR SIX NINE A DISSAN FLIGLE OVER TWO SERVANTS E ROW
lufthansa four three nine three descend flight level three one zero ,081_0546,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3
 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4]",LOUTANCA FORTRE IN Y TREATIS IN FLILE OF A TREE ONE ZERO
gulf air zero three two ah proceed direct fusse ,081_0547,"[3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 4 3 3 3 3 3 3 3 4 3 3
 3 3 3 3 4 3 3 3 3 3 4]",GOLLFASITOR TO BE TRUE A PRESY DIRECT FOUSSE
aviva nine zero eight one continue present heading and descend to flight level two five zero your rate two thousand or more ,081_0548,"[3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3
 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 4 3
 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3
 3 3 3 3 4 3 3 4 3 3 3 3 4]",AV EVEN I SRAW EIGHT ONE CONS IN YOUR PRESENT HEADING ANTE CENT A FLYLABE TWO FIVES ERRO YOUR EIGHT TWO THOUSAND OR MORE
airfrans three five six radar contact ill call you back with further climb ,081_0549,"[3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3
 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3
 4]",ER FANCERY FIVE SIX RATE OUR CONSACT I CALL YOU ABOUT WITH FOOD I CLIMP
one ah three three four please ,081_0550,[3 3 3 4 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 4],ONE THA TREE TREE FOR PLACE
jetcom three one three three contact now milan one three four five two bye bye ,081_0551,"[3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4
 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3
 4 3 3 3 4]",JED CONTRY VANTREE TREE CONSACT NOW MILAN VANTREE FOUR FIVE TUBABI
saudia three four one good morning maintain flight level three three zero got radar contact ,081_0553,"[3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3
 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4
 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4]",SOUDA TREEFOR ONE GOOD MORNING MAINTAIN FLIGHT OF A TREE TREE ZEROGA RAYED OUR CONTACT
u s air one four roger radar contact ill call you back with lower ,081_0554,"[3 4 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4
 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4]",YOU AR SI ONE FORRAUGHT YOUR RATE CONSAT I CALL YOU BACT WILOWE
speedway three four six nine your level passing ,081_0556,"[3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3
 3 3 4 3 3 3 3 3 3 3 4]",SWEED WAY THREE FOR SIX NIN O YOUR LOVER PASSING
thank you ,081_0557,[3 3 3 3 3 4 3 3 3 4],HANK Y
lufthansa four three nine three descend flight level two nine zero ,081_0558,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3
 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",LOTANSA FORTREE ND INE TREATIS AN FLAL OVE TWO NINE AS YE WOL
transwede one zero seven continue present heading until advised ,081_0559,"[3 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3
 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4]",TRANSMIT ONCE THROU A SERVANT CONTINUE HER PRESENT HEADING UNSADVISED
u s air one four descend flight level three one zero ,081_0560,"[3 4 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3
 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4]",YOU A SA ONE FORTY CENT LILE OF A THREE ONESYWO
aviva nine zero eight one turn right heading of zero nine zero ,081_0561,"[3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4
 3 3 3 3 3 3 3 4 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",HAVE EVEN NINE SOR EIGHT ONE TURN RIGHT HEADING OFF SYONINESY WELL
lufthansa triple five zero turn right heading of ah two seven zero ,081_0562,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3
 4 3 3 3 3 3 3 3 4 3 3 4 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4]",LOUFTAN'S A TRIPLE FINES TER OR TO OUR RIGHT HEATING OFF BY TWO SAVENSY ROW
swissair four eight eight turn right heading of zero six zero ,081_0563,"[3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4
 3 3 3 3 3 3 3 4 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4]",SWIT SA FOEDE TO A RIGHT HEADING OFF FASIROSIXCIRO
swissair four eight eight turn right heading zero seven zero ,081_0564,"[3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4
 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4]",SWI SAFOE DA TO URITE HEADENERO SAVAN ZYRIL
sabena eight two six alfa good morning squawk seven five three one ,081_0565,"[3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3
 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4]",SABENA TO SIX ALFAR GOOD MORNINGS COR SEVEN FIVE THREE ONE
air berlin five zero eight one contact now geneva one three three one five ,081_0566,"[3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3
 3 4 3 3 3 4 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3
 4]",EBOLINFASO AT ONE CONSACT NOW GENEVA ONE TREE TWEE ONE FIVE
airfrans three two six one geneva one three three one five ,081_0567,"[3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 3 4 3 3 3
 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4]",F HOSLEY TO SIX ONE GENEVA ONE THREE THREE ONE FIVE
air inter three two zero papa hotel contact reims one three four four ,081_0568,"[3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3
 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",ANTETRITUS PAPAHOZA CANTA RANZ ONE THREE FOUR FOU
gulf air zero three two contact milan one three four five two bye bye ,081_0569,"[3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3
 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 4]",GOLDFAZIRO TREE TWO CONSACT MININ AN TREE FOUR FIVE TRUPEBY
swissair six five five two contact milan on one three four five two bye ,081_0570,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3
 3 3 3 4 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4]",SWIT A SIX FIVE FIVE TO CANS AT MILAN ON ONE THREE FOUR FIVE TUBAI
lufthansa triple five zero own navigation fribourg ,081_0571,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3
 3 3 3 3 4 3 3 3 3 3 3 3 3 4]",LAUFTINS ATRUBLIFIES THROUGH HER OWN NEVIGATION OF FREE BOUC
airfrans six seven three four good morning radar contact maintain flight level three three zero trasadingen ill call you back with further routing ,081_0572,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3
 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3
 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 3 3 3 3 4 3 3 3
 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 4]",F RON SEX SAVAN THREE FOURG MORNING RE DARCANTA MAINTAIN FLIGHT OF A TREE TREE DE RO TRARADIN I CALL YOU BAT WIFEUD A ROOTING
u s air one four direct fusse ,081_0573,[3 4 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4],YOU A SAWAN THODARICFUSI
aviva nine zero eight one own navigation inbound zurich east ,081_0574,"[3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3
 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 4]",AV IVEN I SAW AIT ONE OW NAVEGATION IN POUNSUREGHISE
lufthansa triple five zero descend flight level two five zero ,081_0575,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3
 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",LOFTAS A TROUPLEFIES TERODI SAND FLAT OF A TWO FIVES ARO
germania five four zero contact geneva one three three one five ,081_0576,"[3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3
 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4]",GAMANA FIVE FORZEROCANS AT GENEVA WANTREE TREE ONE FIVE
sabena eight two six alfa radar contact climb flight level three one zero expedite your climb ,081_0577,"[3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3
 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4
 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4]",SIRBENA TO SEXON OFAR BREDAR CANSA CLI FLAT OF A TREE ONE ZERO EXPARAE YOUR CLIME
foxtrot sierra india contact milan one three four five two ,081_0578,"[3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3
 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4]",FOXOSHA INDIA CANTA MILAN ONE THREE FOUR FIVE TWO
swissair four eight eight direct tango ,081_0579,"[3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3
 3 4]",SWITSE FO A DE DIRECTANGL
aero lloyd five one seven contact rhein control on frequency one two zero nine two bye bye ,081_0580,"[3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3
 3 3 4 3 3 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4
 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 4]",EROLLOY FIVE ONE SERVEN CONE A RAND CONTROL ONOR FREQUENCY ONENO CHOOSE TE ONINOR TRUPER BY
jet set four four two good morning radar contact turn right by one five degrees and descend flight level three three zero ,081_0581,"[3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3
 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3 3 4 3 3 3 3 4 3 3
 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4
 3 3 3 3 3 4 3 3 3 3 4]",JUST A FORFORTO GA MORNING RAIDER CANTAC TURN RIGHT BY ONE FIVE DEGREES ON DIS ANFLALEBET REE TO ISAE
sabena eight two six alfa turn right by one five degrees ,081_0582,"[3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4
 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4]",SABIN A EIGHT TO A SIXOLIFID TO UNRIHT BY ONE FIE THE REES
lufthansa four three nine three contact now milan one three four five two ,081_0583,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3
 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4]",LOFTAN SA FORTRE N ON A TREE CONSACT NOW MILAM ON THREE FOUR FIVE TWO
foxtrot oscar lima contact milan one three four five two ,081_0585,"[3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4
 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4]",FOXAROSCALIMA CONSAC THE MILIN ONE THREE FOUR FIVE TWO
lufthansa triple five zero contact geneva one two five five five ,081_0586,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3
 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",LOFTANSA TRIPOFAS E RO CANSET ENEVA WANT TWO FIVE FIE FIVE
one two ah one three four five two ,081_0587,[3 3 3 4 3 3 3 4 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4],WONT YOU I WONCELY FULL FIVE TWO
saudia three four one heading of zero nine zero ,081_0589,"[3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 4 3 3 3 3
 4 3 3 3 3 4 3 3 3 3 4]",SALIATRI FOR ONE HEADING OF CYRENISUO
swissair four eight eight contact rhein control on ah one three two decimal four ,081_0590,"[3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3
 3 3 4 3 3 3 3 3 3 3 4 3 3 4 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3
 3 4 3 3 3 3 4]",SWITSE FOR A DE CANSARIN CONTROL ON A ONE TREE TWO DE SAMO FO
u s air one four contact munich one three four five two ,081_0591,"[3 4 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 4 3
 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4]",YOU ARE SAIR ONE FOUR CONSIMUNICH ONE THREE FOUR FIVE TWO
aviva nine zero eight one contact milan one three four five two ,081_0592,"[3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3
 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4]",A VIVANIN SAW AD ANE CANSAC DA MILAN MANTRI FOUR FIVE TWO
bye ,081_0593,[3 3 3 4],BY
airfrans ah one five five four ,081_0594,[3 3 3 3 3 3 3 3 4 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4],A FON SI ONE FIVE FIE FOR
