transcription,recording_id,labels,model_transcription
lufthansa four three five six is identified ,111_0008,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 4 3 3 3 3
 3 3 3 3 3 3 4]",THE SOUNDS A FOUR THREE FIVE SIX IS IDENTIFIED
airfrans three two six one radar contact climb flight level two nine zero ,081_0479,"[3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3
 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",F AN STREET TWO SIX ONE RA DOT COMN SIN CLIME FLATLOBER TWO NINE A ZERO
aero lloyd five six seven continue present heading ,071_0716,"[3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3
 3 3 3 3 3 4 3 3 3 3 3 3 3 4]",I HOD ID FIVE SIX SEVEN CONTINUE PRESENT ITDING
lufthansa four five eight two is identified proceed to trasadingen climb to flight level two nine zero ,051_0382,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 4 3 3 3 3
 3 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3
 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",LOFTONS AR FOUR FIVE E TWO IS IDENTIFIED PROCEED TO TRASETING AN CLIMB TO FLIGHT LEVEL TWO NINE A ZERO
united six nine fly heading ah zero nine zero ,111_0136,"[3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 4 3 3 3 3 4 3
 3 3 3 4 3 3 3 3 4]",UNITED SIX NINE THE FLY HEADING UH SIETTO NINE O SERO
lufthansa four three nine three good afternoon roger ,081_0783,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4
 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4]",THO SOUND'S A FOUR THREE NINE THREE GOOD AFTERNOW IN THE ROGE
[EMPTY] ,101_0710,[ 3  5 19 23  6 17  3  4],
swissair four eight eight contact rhein one three two decimal four adieu ,092_0294,"[3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3
 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4]",SO WE SAV FOUR EIGHT EIGHT CONTACT THRINE ONE THREE TWO DESMAL FOUR OT YER
merair six nine five two continue heading one eight zero now ,021_0273,"[3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3
 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4]",MA SIX NINE A FIVE TWO CONTINUE HEADING ONE AID ZERO NOW
cross air five one eight contact rhein one three two decimal four ,101_1022,"[3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3
 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4]",CROSS THER FIVE ONE EIGHT CONTACT RINE ONE THREE TWO DA SIMAL FOUR
~k ~l ~m two six four turn left heading three five five ,061_0084,"[3 3 4 3 3 4 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3
 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",CAR I'M TWO SIX FOUR T ND LEFT HADING THREE FIVE FIVE
<OT> thank you bye </OT> ,092_0413,[3 7 6 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 7 6 3 4],THANK YOU
ah french air force four two three four due traffic via trasadingen please ,091_0006,"[3 3 4 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3
 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3
 4]",U FRENCH AVERS FOUR TWO THREE FOUR DYOU TRAFFIC VIATROSETING IN PLACE
good morning blue five seven two radar contact continue descent flight level two five zero ,081_0922,"[3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3
 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3
 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",GOOD MORNING BLUE FIVE SEVEN TWO RADOT CONSIDE CONGER DISAN FLAT LEBE TWO FIVE ZERO
sobelair two five five seven good morning radar contact ,021_0386,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3
 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4]",SOBLE TWO FIVE FIVE SEVEN GOOD MORNING WAIT A CONTACT
delta mike echo you're cleared own navigation to trasadingen ,051_0329,"[ 3  3  3  3  3  4  3  3  3  3  4  3  3  3  3  4  3  3  3 26  3  3  4  3
  3  3  3  3  3  3  4  3  3  3  4  3  3  3  3  3  3  3  3  3  3  4  3  3
  4  3  3  3  3  3  3  3  3  3  3  3  4]",THAT TOM MIK ECO YOR CLEARED ON NIVIGATION TO TOZETING AND
gulf air zero three two good afternoon roger ,091_0586,"[3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 3
 3 4 3 3 3 3 3 4]",GOF I SETO THREE TWO GOOD AFTERNOON ROGAR
delta india mike lima lima contact milano one three four decimal five two ,021_0152,"[3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3
 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4]",TA  INDIA MICLIMALIMA CUONTEC MILANA ONE THREE FOUR DESMA FIVE TWO
[EMPTY] ,101_0359,[ 3  5 19 23  6 17  3  4],
lufthansa four six five two ah geneva on one three three decimal one five good bye ,081_0367,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 4 3 3 3 3 3 3
 4 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4
 3 3 3 3 4 3 3 3 4]",LOFTANSA FOUR SIX FIVE TWO UH GENIVA ON ONE THREE THREE THATS SIMMAL ONE FIVE BY
tag transwede one one one zero one identified ,051_0410,"[3 3 3 4 3 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3
 3 3 3 3 3 3 3 3 4]",DOCTORON'S READ ONE ONE ONE 'SIO ONE IDENTIFIED
alitalia one five seven rhein identified ,011_0134,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3
 3 3 3 4]",AITALIA ONE FIVE SEVEN RYAN I DENTY FIIT
merair six nine five two climb to flight level two seven zero ,041_0087,"[3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3 3
 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4]",MAA SIX NINE F FIVE TWO CLIMBE TWO FLIGHT LEVEL TWO SEVEN ZERO
[EMPTY] ,071_0926,[ 3  5 19 23  6 17  3  4],
lufthansa four four one six set course trasadingen ,021_0094,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3
 3 4 3 3 3 3 3 3 3 3 3 3 3 4]",LOOFDONS ARE FOUR FOUR ONE SIX SET COS TROSETING AND
malaysian four contact rhein one two seven decimal three seven ,011_0324,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4
 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4]",MALASIAN FOUR CONTACT RYN ONE TO SEVENTESTI THREE SEVEN
olympic one four four contact rhein one three two decimal four ,051_0049,"[3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3
 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4]",OLYMPIC ONE FOUR FALCRAN TICK NINE ONE THREE TWO DISMAL FOUR
alitalia two nine two good morning squawk two seven six one ,101_0612,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3
 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4]",I  TELL YOU TWO NINE TWO GOOD MORNING SQUOK TWO SEVEN SIX ONE
lufthansa four six five two bonjour identified cleared passeiry la tour du pin flight level three four zero ,071_0908,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3
 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 4 3 3 3 3 4 3 3
 4 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",OFIT'S A FOUR SIX FIVE TWO O SU ANTIFI CLEAR PASTERI I TOLD YOU BA FLY TEVE THREE FOURSO
roger contact milano one two five decimal eight five au revoir ,072_0209,"[3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3
 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 4 3 3 3 3 3 3 4]",A JER ONTHIC MILANO ONE TWO FIVE TO SIMIL EIGHT FIVE A A
transwede one zero seven contact zurich one three four decimal six ,061_0526,"[3 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3
 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4]",AND SO WE'D WON HEWA SEVEN CENTECSLI ON TRIE FORD ISMAL SIX
airals one zero eight eight contact rhein one two seven three seven tschuss ,061_0365,"[3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3
 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3
 3 4]",AH IT'S ONE ZERO EIGHT EIGHT CONTEC INE ONE TO SEVEN THREE SEVEN TROPS
lufthansa five five zero four yes i'll call you back in a minute for identification ,111_0810,"[ 3  3  3  3  3  3  3  3  3  4  3  3  3  3  4  3  3  3  3  4  3  3  3  3
  4  3  3  3  3  4  3  3  3  4  3 26  3  3  4  3  3  3  3  4  3  3  3  4
  3  3  3  3  4  3  3  4  3  4  3  3  3  3  3  3  4  3  3  3  4  3  3  3
  3  3  3  3  3  3  3  3  3  3  3  4]",F TUNS OUT FIVE FIVE ZERO FOUR YES I CALL YOU BACK IN A MINUTE FOR IDENTIFICATION
lufthansa four four one six contact zurich one three four decimal six ,071_0294,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3
 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4]",LOOFTENS A FOUR FOUR ONE SIX CONTECT SUI ONE THREE FOURTI SIMMO SIX
sabena seven eight one six rhein radar identified ,031_0044,"[3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3
 3 4 3 3 3 3 3 3 3 3 3 3 4]",SAPINA SEVEN EIGHT ONE SIX RINE RATA IND I DEFINED
alitalia three two four continue inbound heading of ah three four zero ,101_0419,"[3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3
 3 3 3 4 3 3 3 3 3 3 3 4 3 3 4 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",A ETIEDY I TREAT YOU FOR CONTINUE IN BOUND HEADING OFF A UM TREE FORZERO
united six nine good morning radar contact descend flight level two nine zero ,091_0440,"[3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3
 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3
 3 3 3 4]",YOU'RE NINT A SIX NINE GO MORNING RAT OR CONTACT YOU SIN FLIT OFE A TWO NINEA ZERO
lufthansa four six five two call zurich on one three four six good day ,021_0446,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3
 3 3 4 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4]",LOFTONSA FOUR SIX FIVE TWO CALLED SUIH ON ONE THREE FOUR SIX GOE
[FRAGMENT] ,081_0625,[ 3 22 13  8 21 19  5 10  6  3  4],
foxtrot sierra india turn left by ten degrees ,051_0019,"[3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 4 3 3 3
 4 3 3 3 3 3 3 3 4]",FOLKS TOWARD SIERA INDIA TURN LEFT BY TEN DEGREES
sobelair two five two one climb flight level three three zero ,021_0165,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3
 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4]",SO WE LET TWO FIVE TO ONE CLAM FLO LOV AR TREE TREE ZERO
lufthansa three five five six contact zurich one three four decimal six ,051_0150,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3
 4 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4]",LOF TONS A THRE FIVE FIVE SIX CONTECT SERI ONE THREE FORDI EMO SIX
golf bravo victor juliett india good morning descend to flight level three three zero initially ,111_0328,"[3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4
 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3
 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 3 3 4]",GULF PROVICK TO CHULIDINGIA GOOD MORNING BE SENT TO FLY LEVEL TREE TREES AR INITIALLY
airfrans one five zero nine climb to flight level three four zero ,111_0661,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 4
 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",AH FNCE ONE FIVE ZERO NINE I CLIME TOO FLIGHT LEVEL THREE FOUR ZERO
golf juliett india roger radar contact descend clearance will be twenty five miles ,101_0420,"[3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3
 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 4 3 3 3 3 3 3 4 3 3
 3 3 4 3 3 3 3 3 4]",GULF JUDA T INDA ROGA RAT OR CONSITI AN CLEARANCE WILL BE TWENTY FIVE MILES
airfrans six eight nine radar contact call you back with direct ,101_0026,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3
 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 4]",ALFON SIX EIGHT NINE RED O CON SAT CALL YOU BYT WA DIRECT
alitalia two three four climb to flight level three two zero ,072_0062,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3 3 3
 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4]",IDI TID HAE TWO THREE FOUR CLIMBE TO FLY  DOBLE THREE TWO ZERO
lufthansa four four one six climb to flight level three one zero ,111_0175,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 4
 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4]",THE STANSA FOUR FOUR ONE SIX CLIMB TO FLIGHT LEVEL THREE ON ZERO
tag @foxy identified i'll call you back shortly for higher ,061_0009,"[ 3  3  3  4  3  3  3  3  3  4  3  3  3  3  3  3  3  3  3  3  4  3 26  3
  3  4  3  3  3  3  4  3  3  3  4  3  3  3  3  4  3  3  3  3  3  3  3  4
  3  3  3  4  3  3  3  3  3  3  4]",TUH FOLXI IDENTIFIED I CALD HER BACK SHORTLY FOR HIHER
shamrock four eight two two good morning descend to flight level thr= ah two nine zero ,111_0138,"[3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3
 3 3 3 4 3 3 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 4 3
 3 3 4 3 3 3 3 4 3 3 3 3 4]",SHAMROK FOUR EGHT TWO TWO GOOD MORNING DECENT FLIGHT LEVEL UH TWO NINE A ZEROSO
lufthansa four six five two bonjour identified cleared passeiry tour du pin flight level three one zero ,071_0524,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3
 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 4 3 3
 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4]",TONS A FOUR SIX FIVE TWO MORE O THAN T FIT CLAT BUSEET O DEBOMFLIS LEVE TEE AN IT O
<FL> </FL> ,072_0037,[ 3 22 14  3  4  3  3 22 14  3  4],AL FRONSE SAN FRANCISCO THROGH TE JAK TOE
<FL> </FL> ,071_0897,[ 3 22 14  3  4  3  3 22 14  3  4],FOLKS SAID THAT DHON' GO DROPPING
aero lloyd five six seven turn left heading three five zero ,071_0736,"[3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3
 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",OH DIT FIVE SIX SEVEN TON LEFT ANIN T FIVE ZEL
ah okay disregard that ah own navigation trasadingen saronno ,081_0209,"[3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 4 3 3 3 4 3 3 3 3 3 3 3
 3 3 3 4 3 3 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 4]",OOKAY IT OUS TOGOT THAT UH ON NIVIGATION THROSETING ANS I DON'T KNOW
viva nine zero eight one contact zurich one three four decimal six good bye ,071_0437,"[3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3
 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3
 3 4]",VIVANAAN SAD O AITONE CONTACTO ZUIC ONE THREE FOUR DESIMAL SIX GOOD BI
europa three six three rhein identified proceed direct frankfurt ,061_0604,"[3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 3
 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 3 4]",OO PART THREE SIX THREE RIONAT UNDEFIED PUSY DAIK FANGFOOD
lufthansa eight two six eight climb to flight level three four zero ,061_0211,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3
 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",LOV TONSA EIGHT TWO SIX EIGHT CLIMBED TO FLIGHT LEVEL OF TREE FORS
thank you ,111_0178,[3 3 3 3 3 4 3 3 3 4],THANK YOU
transwede one oh one call zurich on one three three decimal four good day ,061_0218,"[3 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 4 3 3 4 3
 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4]",TRANSREED ONE O ONE CALLED SUIHON A ONE TREE TWEE DO SOMA FOG TEY
lufthansa four seven two three milan one three four decimal five two good bye ,081_0244,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4
 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4
 3 3 3 4]",LOFTONSA FOUR SEVEN TWO THREE MILAN ONE THREE FOUR TO SMO FIVE TWO GO BY
~p ~s ~a five two six hotel climb flight level three four zero ,051_0102,"[3 3 4 3 3 4 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3
 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",BASED O FIVE TWO SIX HOTEL CLIM FLIGHT LEVEL THREE FASYOM
ah confirm you heading one nine zero right now ,041_0677,"[3 3 4 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4
 3 3 3 3 3 4 3 3 3 4]",IH CONFIRM YOU'RE HEADING ONE NINE ZERO RIGHT NOW
lufthansa eight two six eight climb flight level three hundred ,061_0006,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3
 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4]",UFTER THE EIGH TWO SIX EIGHT CLIM FLOOD LEVE THREE HUNDRED
lufthansa four six five two rhein radar identified climb flight level two nine zero ,031_0439,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3
 3 3 4 3 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4
 3 3 3 3 4 3 3 3 3 4]",IFTIN'S A FOUR SIX FIVE TWO GIN RADER IDENTIFYT CLAMPFLAT LEVEL TWO NINEOS ZERO
aero lloyd five six two climb to flight level two nine zero ,031_0718,"[3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3 3 3
 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",YEAH ALTHOUGH AT FIVE SIX TWO CLIME TWO FLIGHT LEVEL TWO NINA ZERO
hapag lloyd three five five one zurich one three three decimal four tschuss ,061_0159,"[3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3
 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3
 3 4]",UPERCLA THREE FIVE FIVE ONE SUASH ON TREE THREE DESAMER FORTRIS
~l ~t ~u seven seven five six contact geneva one three three one five ,081_0839,"[3 3 4 3 3 4 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3
 4 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4]",T  SEVEN SEVEN FIVE SIX CONTECT GENIVA OF ON THREE THREE ONE FIVE
hapag lloyd one seven one good morning radar contact climb flight level two nine zero ,081_0515,"[3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3
 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3
 3 4 3 3 3 3 4 3 3 3 3 4]",HOW ABOUT I ON SEVEN ONE GOOD MORNING RADA CONSACT CLIME FLIGHT OVER TWO NINEA ZERO
lufthansa four six five two radar contact climb to level two nine zero ,021_0423,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3
 3 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",LOFTANZA FOUR SIX FIVE TWO RADA CONTACT CLIMBDER LEVEL TWO NINE SEO
lufthansa eight two six eight heading one eight zero ,012_0019,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3
 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4]",LOFTONZA EI TWO SIX EIGHT HEADING UH ONE EIGHT SE
