transcription,recording_id,model_transcription
hamburg air two five four six own navigation tour du pin cli contact marseille one two five eight five ,071_0490,hamburg a two five four six own navigation two depankla contact marsei one to five egt five
french line nine one six five zurich radar good afternoon identified maintain flight level three three zero trasadingen zurich east fusse ,101_0858,french line nine one six five zuri radar good afternoon identified maintain flight level three three zero translading in zuri ge east fusse
airfrans three five six calling ,081_0268,airfrans three five six calling
tag ,031_0183,tag
aerovic one zero six one own navigation st prex contact milan one three four five two good bye ,101_0839,eva c one zero six one own navigation up re contact milan one three four five two good bye
delta november alfa proceed via trasadingen canne ,101_0510,delta november alfa proceed my trasad in canne
alitalia four zero one climb flight level three one zero ,091_0894,alitalia four zero one climb flight level three one zero
jetaviation seven zero one ah radar contact descend flight level three zero zero ,091_0494,generation seven zero one radar contact descend flight level three zero zero
foxtrot sierra india contact milan one three four five two good bye ,091_0624,fox out sierra india contact milan one three four five two good bye
sabena eight two six alfa own navigation trasadingen ,081_0612,sabena eight two six alfa own navigation trasading
transwede three five seven one contact reims one three four decimal four bye bye ,091_0327,transwede three five seven one cantact reims one three four decimal four bye bye
good morning lufthansa three five five six radar contact maintain flight level two nine zero and proceed trasadingen canne ,082_0142,good morning lufthansa three five five six radar contact maintain flight level two nine zero and des proceed tran heading canne
lufthansa eight two six eight climb flight level three seven zero ,031_0013,lufthansa eight two six eight climb flight level three seven zero
sabena eight three zero contact rhein one two seven three seven tschuss ,041_0231,sabena eight three zero contact rhein one two seven three seven treos
german air force four nine zero one good afternoon maintain level three four zero trasadingen and st prex ,091_0581,german air force four nine zero one good afternoon maintain level three four zero trustingenson prex
scandinavian six one seven descend to flight level two nine zero ,031_0645,scaninavian six one seven descend to flight level two nine zero
lufthansa four three nine zero identified climb flight level two seven two nine zero ,011_0167,lufthansa four three nine zero identified climb flight level two seven two nine zero
nine seven own navigation to epinal ,071_0432,nansevano own navigation two epinal
good afternoon japan air four one nine radar contact descend flight level two five zero ,101_0297,good afternoon japan air four one nine radar contact descend flight level two five zero
lufthansa eight two six eight heading one eight zero ,012_0019,lufthansa eight two six eight heading one eight zero
speedbird two two three direct to nattenheim november tango mike ,051_0569,speedbird two two three direct to nattenheim november tango mike
jetcom one three three climb to flight level three five zero ,091_0083,jetcom one three three climb to flight level three five zero
thats correct stand that routing ,101_0009,thats correct stand at routing
negative to the right heading zero one five ,101_0662,negative two to right heading zero one five
algerie two zero seven three continue climb to flight level two nine zero ,031_0703,algerie two zero seven three continue climb to flight level two nine zero
alitalia two nine two good morning squawk two seven six one ,082_0072,alitalia two nine two ah morning squawk two seven six one
ah tarom three seven four for separation turn left heading one zero five ,041_0636,a tarom three seven four for separation turn left heading one zero five
tag belgian airforce four four identified report your heading ,061_0426,tag belgian airforce four four identified report or heading
lufthansa three five five zero climb to flight level two nine zero ,021_0586,lufthansa three five five zero climb to flight level to nine zero
swissair six five two zero rhein one two zero nine two good bye ,091_0537,spesia six five two zero rhein one two zero nine two good bye
airfrans six seven zero zurich radar good morning descend to flight level three three zero ,092_0019,airfrans six seven zero zerigwadar good morning descend to flight level three three zero
alitalia three six five bonjour cleared passeiry torino maintain flight level three four zero ,071_0881,alitalia three six five bongoe clear passe retoreno maintain flight level three four so
netherlands air force four one four contact zurich one three four six tschuss ,061_0122,nevaleans air force four one four contact zurich one three four six three
delta november alfa affirm and fly heading one seven zero ,031_0674,delta no we a alfa affirm and fly heading one seven zero
hapag lloyd three five five one direct canne contact milan one three four five two bye ,091_0956,haboloigt three five five one direct canne consamilan one three four five two bye
lufthansa three six zero four ,041_0241,lufthansa three six zero four
contact milan one three four five two good bye ,101_0584,contact milan one three four five two good bye
jetcom one three three for further climb zurich one three three decimal four good bye ,111_0037,jetcom one three three four four to climb zurich one three three decimal four good bye
transwede one zero one contact zurich one three three decimal four ,031_0400,transwede one zero one contact zurich one three three decimal four
hapag lloyd six five three contact zurich one three four decimal six ,051_0037,hapag lloyd six five three contact zurich one three four decimal six
yeah ,031_0688,yeah
hapag lloyd six five three good morning radar contact ill call you back with higher ,081_0951,hap ali six five three good morning radar contact i call you back a higher
cross air five one eight rhein one three two decimal four ,092_0107,cross air five one eight rhein one three two decimal four
lufthansa four four zero eight climb to flight level three one zero ,101_0670,lufthansa four four zero d climb to flight level three one zero
negative speedbird two three three contact rhein one two seven three seven ,071_0313,negative speedbeard two three three contact rhein one two seven three seven
jet set four four two contact milan one three four five two bye ,091_0883,just said four four two can of milan one three four five two bye
lufthansa four seven two three good morning roger ,081_0203,lufthansa four seven two three good morning rogiar
lufthansa four seven two three ,091_0286,lufthansa four seven two three
alitalia two six two climb to flight level three two zero ,071_0470,italia two six two climb to flight level three two zero
air malta one hundred squawk five seven one seven ,091_0874,a malta one hundred squawk five seven one seven
lufthansa four six five two good morning roger ,081_0334,lufthansa four six five two good morning rotiar
speedway three three five two milan one three four five two bye bye ,101_0734,speedway three three five two milan one three four five two bye
three six zero four correct climb to flight level three four zero ,101_0922,three six zero four correct climb to flight level three four zero
roger sir recleared flight level three one zero thank you for your help ,031_0151,roge au recleat flight level three one zero thank you for your help
malaysian four contact rhein one two seven three seven good day ,071_0112,malaysian four contact rhein one two seven three seven good day
thank you ,041_0667,thank you
malaysian two radar contact ,041_0423,malaysian two radar contact
alitalia four zero one climb flight level three three zero ,111_0569,alitalia four zero one climb flight level three three zero
lufthansa three five six six climb now to flight level three seven zero ,021_0550,lufthansa three five six six climb now to flight level three seven zero
speedbird five six three contact radar on one two eight decimal one five good bye ,081_0026,speedbald five six three contact radar on one two eight decimal one five good bye
georgia zero three seven rhein radar identified ,071_0210,georgia zero three seven rhein radar identified
jetaviation seven zero one good morning squawk two seven three two ,092_0353,jetdevasion seven zero one good morning squawk two seven three two
lufthansa three five six six direct to trasadingen ,061_0363,lufthansa three five six six direct to trasadingen
and six nine four four proceed direct to trasadingen ,031_0281,and six nine four four proceed direct to trasadingen
austrian four one one ,081_0349,austrian four one one
air malta zero zero four radar contact ,041_0441,air malta zero zero four radar contact
europa three six one good morning radar contact ,091_0193,ropa three six one good morning radar contact
condor one zero four climb to flight level three three zero ,081_0273,condo one zero four climb to flight level three three zero
alitalia two nine one good morning identified trasadingen saronno maintain flight level three three zero ,111_0333,alitalia two nine one good morning identified reading zero no maintain flight level three three zero
contact milan one three four five two good bye ,092_0185,contact milan one three four five two good bye
turkish five one five contact rhein one two seven three seven tschuss ,061_0140,turkish five one five contact rhein one two seven three seven trees
delta india charlie papa alfa call milano on one three four five two ,021_0490,del india charlie papa alfa call milano on one three four five two
alitalia four zero one turn right heading one eight zero ,051_0095,alitalia four zero one turn right heading one eight zero
airfrans three five six is identified climb to flight level three hundred ,111_0071,airfrans three five six is identified climb to flight level three hundred
swissair six five two zero set course to frankfurt ,031_0389,specia six five two zero second to frankfurt
hapag lloyd six five three climb flight level three three zero ,081_0953,harboleye six five three climb flight level three three zero
delta mike echo proceed direct to trasadingen ,041_0278,delta mike echo proceed direct to trasadingen
alitalia three six nine turn right to trasadingen ,041_0715,alitalia three six nine turn right to trasadingen
lufthansa four three nine zero milan one three four decimal five two bye bye ,111_0202,lufthansa four three nine zero milan one three four decimal five two bye bye
malaysian four contact rhein one two seven three seven tschuss ,031_0293,malaysian four contact rhein one two seven three seven trees
sabena eight zero one ah rhein identified ,071_0306,sabena eight zero one rhein identified
georgia air zero three seven rhein radar identified ,051_0041,georgia air zero three seven rhein radar identified
golf juliett india milan one three four five two bye bye ,111_0355,golf told india milan one three four five two bye bye
hapag lloyd three five five one continue descent flight level three three zero ,091_0525,hap a light three five five one con two descend flight level three three zero
alright thank you very much further climb radar one three three point four bye ,091_0810,a right thank you very much for to climb radar one three three point four bye
balkan four three one contact ah reims on one three four four bye ,101_0024,balkan four three one contact ah reims one three four four bye
aero lloyd five one seven turn left heading three six zero ,081_0035,irodod five one seven ten left heading three six zero
iberia three five three zero continue descent to flight level two nine zero ,111_0654,iberia three five three zero continue descend to flight level two nine zero
lufthansa four seven two three descend to flight level three zero zero ,091_0064,lufthansa four seven two three descend flight level three zero zero
speedbird one two nine descend flight level three three zero ,041_0246,speeba one two nine descend flight level three three zero
sabena eight zero six good afternoon squawk two seven four one ,101_0801,sabena eight zero six good afternoon squawk two seven four one
hapag lloyd six five three rhein radar identified climb flight level two seven zero ,051_0018,hapag lloyd six five three rhein radar identified climb flight level two seven zero
oscar hot disregard ,021_0493,asca hot desocad
airfrans one five five four good morning radar contact ,081_0758,airfrans one five five four good morning radar contact
lufthansa four five seven five your rate of climb ,091_0463,lufthansa four five seven five year rad of climb
sabena eight zero one climb flight level three four zero ,071_0328,sabena eight zero one climb flight level three four zero
speedway three three five two contact milano one three four decimal five two ,111_0734,speedway three three five two contact milano one three four decimal five two
affirm three seven four contact rhein one three two decimal four ,051_0777,a firm three seven four contact rhein one three two decimal four
malaysian four contact rhein radar one two seven decimal three seven ,021_0665,malaysian four contact rhein radar one two seven decimal three seven
alitalia three six nine contact zurich one three four decimal six ,051_0843,alitalia three six nine contact zurich one three four decimal six
sunwing five two one two turn right heading one nine zero ,041_0147,sending five two one two ten right heading one nine zero
hapag lloyd three five five one zurich one three three decimal four ,031_0495,hapag la three five five one zurich one three three decimal four
alitalia four zero one resume own navigation to saronno ,091_0215,alitalia four zero one resume mordification to saronno
alitalia one five seven turn right to trasadingen ,031_0538,alitalia one five seven turn right to trasadingen
lufthansa three five five six call zurich on one three four decimal six ,021_0501,lufthansa three five five six call zurich on one three four decimal six
india sierra alfa contact rhein one two seven three seven ,011_0047,india sierra alfa contact rhein one two seven three seven
tarom three seven two rhein one three two four tschuss ,021_0193,tarom three seven two rhein one three two four des
alitalia two four two turn right heading two nine zero ,071_0690,itaya two four two tenight heading two nine zero
sobelair two five five seven turn left heading one one zero separation ,011_0055,so la two five five seven turn left heading one one zero separation
adria one six four two is identified set course direct to morok ,092_0308,adria one six four two is identified set course direct to morok
tag alitalia three six nine identified ,021_0297,tag alitalia three six nine identified
alitalia two nine two good morning squawk two seven six one ,091_0135,ritalia two nine two good morning squawk two seven six one
tag sunwing five two one four identified ,031_0301,taxhanwing five two one four identified
co ,071_0788,good
lufthansa five two nine four climb to flight level three four zero ,071_0944,lufthansa five two nine four climb to flight level three four zero
airfrans one five zero nine turn right by ten degrees ,091_1013,airfrans one five zero nine turn right by ten degrees
sierra alfa foxtrot one one two contact rhein one two seven decimal three seven ,031_0111,sierra alfa foxtrot one one two contact rhein one two seven decimal three seven
sabena nine seven zero contact radar one two eight decimal one five au revoir ,072_0055,sabena nine seven zero contact radar one two eight decimal one five au revoir
yeah ,071_0309,t up
aerovic one zero six one contact milano one three four decimal five two ,012_0304,are back one zero six one contact milano one three four decimal five two
alitalia two nine one zurich radar good afternoon trasadingen saronno maintain flight level three three zero ,101_1000,alitalia two nine one zeric radar a good afternoon transadengan zero now maintain flight level three three zero
bonjour berlin five zero eight one cleared direct la tour du pin flight level three three zero ,081_0076,mogobeanin five zero eight one clear the direct la to du p flight level three three zero
ah alitalia four eight five good morning roger ,081_0354,alitalia four eight five good morning roger
speedbird five eight zero descend to flight level two one zero ,081_0029,speed rad five zero descend to flectdevel two one zero
lufthansa four seven two three milan one three four decimal five two good bye ,081_0244,lufthansa four seven two three milan one three four decimal five two good bye
sabena seven eight one six radar contact climb initially flight level three four zero trasadingen karlsruhe ,081_0929,sabena seven eight one six radar contact climb initially flight level three four zero transwede calsruer
hapag lloyd one three seven rhein radar identified ,011_0155,hapag lloyd one three seven rhein radar identified
airfrans six seven zero right heading one seven five ,111_0306,airfrans six seven zero right heading one seven five
and four two zero nine expect an initial descent in about two minutes from now ,031_0241,and four two zero nine expect an initial descend about two minutes from now
alitalia two nine two turn left by ten degrees ,061_0623,alitalia two nine two turn left by ten degrees
airfrans three five six good morning squawk seven five three six ,111_0067,airfrans three five six good morning squawk seven five three six
airfrans one five five four milan one three four five two good bye ,091_0660,airfrans one five five four milan one three four five two good bye
good morning alitalia one four nine radar contact ,091_0725,good morning alitalia one four nine radar contact
delta mike echo climb flight level two nine zero ,051_0299,delta mike echo climb flight level two nine zero
airlink one three milan one three four five two good bye ,101_0780,eirling one three milan one three four five two good bye
adria one six four four contact reims one three four four bye ,091_0273,adria one six four four contact reims one three four four bye
alitalia two six two contact reims one three two decimal two seven au revoir ,071_0893,alitalia two six two contact reims one three two decimal two seven au revoir
portugalia five four three contact geneva one three three one five good bye ,101_0758,portugalia five four three contact geneva one three three one five good bye
good afternoon israeli air force four four two maintain level three five zero ,101_0825,good afternoon israeli air force four four two maintain level three five zero
alitalia four one three can you accept flight level three one zero as cruising level today ,031_0150,alitalia four one three can u axcept flight level three one zero as cruising level today
transwede one zero seven continue present heading until advised ,081_0559,transwede one zero seven continue presonheading unsadvised
tag jet set one four two nine identified ,051_0477,tag read a one four two nine identified
lufthansa four two two three zurich radar good afternoon youre identified maintain flight level three three zero trasadingen zurich east fusse ,101_1044,ufthansa four two two three zereegreade air good afternoon are identified maintain flight level three three zero transadinan zuri east fusse
emirates eight one good morning maintain level three three zero trasadingen zurich east to fusse ,091_0540,emaradaid one good morning maintain al three three zero trasadingen zurokees to fuse
alitalia two nine two radar contact trasadingen karlsruhe climb flight level three two zero ,082_0079,alitalia two nine two radar contact air heading casrua climb flight level three two zero
aero lloyd five one seven continue present heading until advised ,091_0366,aero lloyd five one seven continue present heading until advised
delta mike echo good afternoon call you back ,101_0790,tele mike co good afternoon collieback
tarom three seven four is identified maintain the heading ,051_0740,tan three seven four identified maintain the heading
alitalia three zero one bonjour cleared passeiry torino flight level three three zero ,081_0008,alitalia three ze one o sure cleared passeiry torino flight level three three zero
alitalia three six nine turn right to trasadingen ,051_0823,alitalia three six nine turn right to trasadingen
alitalia one five zero is identified climb to flight level three hundred ,101_0693,alita day one five series identified climb to flight level three hundred
speedbird five six three identified cleared aosta st prex rolampont climb to flight level three six zero ,072_0023,speebard five six three identified cleadeostai said preronopon climb flight level three six zero
foxtrot sierra india descend flight level two five zero ,111_0467,fox to si india descend flight level two five zero
bonjour maintain flight level three three zero and ah proceed to passeiry ,071_0891,bonjour maintain flight level three three zero and proceed to passeiry
alitalia two six two contact reims on one three two decimal two seven good bye ,081_0147,alitalia two six two contact reims on one three two decimal two seven good bye
aerovic one zero six one turn immediately right heading ah two one five ,092_0092,elevac one zero six one turn immediately right heading ah two bond five
lufthansa five three zero five further right heading zero one five ,101_0661,lufthansa five three zero five four to right heading zero one five
swissair four eight eight turn right heading of ah zero eight zero ,082_0044,swissair four eight eight tran right heading of five zero eight zero
alitalia one one seven descend to flight level two five zero ,092_0303,alitalia one one seven descend flight level two five zero
alitalia two nine one turn now right to tango romeo alfa ,051_0795,alitalia two nine one ten now right to tango romeo alfa
aero lloyd five one seven ah due traffic turn right one zero degrees ,101_0616,aero lloyd five one seven ah due traffic turn right one zero degrees
contact geneva one three three one five tschuss ,081_0869,contact geneva one three three one five trees
airfrans ah disregard ,081_0774,airfrans air disregard
alitalia three six nine turn right to herbi intersection ,041_0160,alitalia three six nine ten right to herbi intersection
alitalia one one seven rhein radar identified ,051_0039,alitardia one one seven rhein radar identified
alitalia three two four contact reims one three four four bye ,101_0463,alitalia three two four cansangroums one three four four bye
alitalia one four nine turn right one five degrees ,061_0337,alitalia one four nine turn right one five degrees
shamrock four eight two two just clear of traffic now descend to flight level two five zero ,091_0679,shamrock four eight two two this clear of traffic now descend flight level two five zero
jetcom one three three your rate of climb ,111_0447,jackcom one three three au rad of climb
condor one zero four good morning squawk seven five three one ,081_0524,condor one you four good morning squawk seven five three one
hotel bravo india tango romeo climb now to flight level three six zero ,012_0232,wotargrava enia tango romeo climb now to flight level three six zero
delta mike echo proceed to trasadingen ,031_0676,delta mike echo proceed to trasadingen
alitalia four eight seven is in radar contact confirm level three four zero ,041_0496,alitalia four eight seven is in radar contact confirm level three four zero
lufthansa three five six six zurich radar good morning youre identified route trasadingen saronno ill call you back for further climb ,091_1043,lufthansa three five six six zuri eight or good morning or identified route trasadingen saronno call back for four declimb
roger call you back ,101_0074,roger call you back
confirm three five five ,031_0621,confirm three five five
airfrans three five six roger continue climb flight level three one zero for the time ,091_0369,airforn three five six roger continue climb flight level three wine zero for the tim
roger delta november alfa maintain heading after passing neckar ,011_0312,roger delta of a milefror maintain heading after passing neckar
lufthansa three six three eight climb flight level three three zero ,011_0160,lufthansa three six three eight climb flight level three three zero
affirm ,041_0610,a so
golf juliett india contact zurich one three three decimal four ,051_0272,golf chiliett india contact zero one three three decimal four
four four one six climb flight level three one zero ,021_0095,four four one six climb flight level three one zero
cross air eight five eight call rhein on ah one two seven three seven good day ,071_0097,cross air eight five eight call rhein on one two seven three seven good day
lufthansa four two one nine turn left to delta kilo bravo ,041_0730,lufthansa four two one nine turn left to delta kilo bravo
tag lufthansa four five eight two identified ,041_0366,tag lufthansa four five eight two identified
lufthansa triple three zero is identified climb to flight level two five zero initially ,021_0694,lufthansa triple three zero is identifight climb to flight level two five zero initially
shamrock four eight two two descend flight level three zero zero ,091_0904,sharak four eight two two descend flight level three zero zero
scandinavian six eight six contact rhein one three two decimal four hejda ,091_0021,scannavian six eight six contact rhein one three two decimal four heado
belstar five two six hotel proceed direct to kempten kilo papa tango ,061_0121,balsa five two six hotel proceed direct to kempten kilo papa tango
merair six nine four four is identified ,051_0772,mor six nine four four identified
alitalia one five zero good afternoon squawk two seven four five ,101_0897,alitalia one five zero good afternoon quawk two seven four five
belstar five zero two hotel rhein one three two four ,041_0513,elstan five zero two hotel rhein one three two four
k l m three four six good morning identified ,012_0181,kilo three four six good morning identified
emirates eight one contact milan one three four five two bye ,111_0456,mor s eight one contact milan one three four five two bye
french air force four four one zero zurich radar good morning identified maintain flight level three four zero trasadingen zurich east fusse ,091_1068,fanchair force four four one zero zuri radar good morning identified maintain flight level three four zero transandingn zurich east fusse
britannia two three six alfa turn right to trasadingen ,021_0502,britannia two three six alfa turn right to trasading
p s a five two six hotel contact rhein one three two decimal four ,071_0271,based a five two six hotel contact rhein one three two decimal four
roger fly heading three three zero ,021_0452,roger fly heading three three zero
k l m three hundred kilo contact rhein one two seven three seven tschuss ,061_0090,call in three hundred kilo contact rhein one two seven three seven trees
transwede one zero seven geneva one three three one five bye ,081_0649,transwede one zero seven geneva one three three one five five
swissair nine three five two contact rhein one two seven decimal three seven ,051_0020,swissair nine three five two contact rhein one two seven decimal three seven
roger ,031_0148,rat
alitalia one four nine turn right by ten degrees ,031_0132,alitalia one four nine turn right by ten degrees
swissair five correction swissair nine three five nine continue descent now flight level two nine zero two thousand feet per minute or more ,041_0343,spar five correction swissair nine three five nine continue descend now flight level two nine zero two thousand feet per minute or more
belstar five zero two hotel contact rhein one three two four tschuss ,051_0551,belstar five zero two hotel contact rhein one three two fortres
golf juliett india report your heading ,031_0212,golf juliadennia report your heading
alitalia one one nine radar contact ,012_0068,alitalia one one nine radar contact
affirm ,051_0813,eight from
aero lloyd five nine zero rhein identified climb flight level two nine zero ,021_0048,aerolad five nine zero rhein identified climb flight level two nine zero
roger ,051_0739,roger
merair six nine five two contact zurich one three four six ,021_0291,me a six nine five two contact zurich one tra four six
delta sierra alfa contact rhein one two seven decimal three seven ,061_0506,delta sierra alfa contact rhein one two seven decimal three seven
transwede one zero seven geneva one three three one five bye ,091_0871,transwede one zero seven genema one three three one five bye
airfrans three two six one turn left heading two five five ,091_0550,airfrans three two six one turn left heading two five five
roger ,101_0434,farge
belgian airforce four four is identified ,051_0734,regian air force four four identified
delta seven six milan one three four five two good bye ,091_0726,delta seven six milan one three four five two good bye
delta mike echo report your rate of climb ,051_0803,delta mike echo report your rad of climb
hapag lloyd six five three climb with one thousand five hundred feet per minute or more ,051_0451,habogload six five three climb with one thousand five hundred feet per minute or more
k l m three hundred kilo rhein one two seven three seven ,061_0558,call an three hundred kilo rhein one two seven three seven
hotel tango romeo schonen tag identified ,061_0401,hotel tango romeo shringontaga identified
airfrans one five five four milan one three four five two good bye ,092_0256,airfrans one five five four milan one three four five two good bye
roger further contact milan one three four five two bye ,082_0157,roger for a contact milan one three four five two bye
viva nine zero eight one descend to flight level two nine zero ,092_0293,viva nine zero eight one descend flight of two nine zero
is algerie two zero seven three on frequency ,041_0720,is algerie two zero seven three on frequency
hapag lloyd one one two rhein one two seven three seven tschuss ,061_0398,heawglard one one two rhein one to seven three seven threes
scandinavian s scandinavian six one four set course direct frankfurt ,111_0400,scandinavian scandinavian six one four secosteirac frankfurt
alitalia four eight five rhein radar identified ,061_0540,alitalia four eight five rhein radar identified
sunwing five two one two climb flight level three four zero ,101_0242,sunwing five two one two climb flight level three four zero
climb to flight level three eight zero ,071_0889,a climb to flight level three eight zero
fox oscar kilo sierra india continue climb to level three four zero ,041_0417,fox oscar kilo sierra india continue climb to level three four zero
tag lufthansa four two zero nine identified ,061_0404,tag lufthansa four two zero nine identified
delta mike echo fly direct to karlsruhe climb flight level two seven zero now ,031_0251,delta mike echo flight direct to cardsrul climb flight level two seven zero now
alitalia four zero one rhein radar identified climb ah flight level ah two nine zero ,061_0548,alitalia four zero one rhein radar identified climb flight level two nine zero
transwede one zero seven climb flight level three three zero ,031_0425,franswede one zero seven climb flight level three three zero
airfrans one five five four good morning descend to flight level three three zero rate two thousand or more ,092_0231,afrons one fi five four good morning descend flight level three three zero rate two thousand or more
k l m three four six to stay clear later on french military air space turn right heading three five zero ,031_0202,calim three four six to stay clear later on french military air space turn right heading three five zero
tag speedbird one two nine identified ,021_0206,tag be you one nine identified
turkish nine two five radar contact flight planned route ,111_0577,turkish nine two five radar contact flight pin route
hapag lloyd one one two contact rhein one two seven three seven tschuss ,041_0237,hapag lloyd one one two contact rhein one two seven three seven trees
swissair nine three six zero contact rhein radar one two seven decimal three seven ,041_0009,swesiar nine three six zero contact rhein radar one two seven decimal three seven
lufthansa four two zero seven is identified ,051_0217,lufthansa four two zero seven identified
aero lloyd five six two is identified climb to flight level two nine zero ,021_0678,aero al five six two identified climb to flight level two nine zero
merair six nine four four contact now zurich one three four decimal six ,041_0722,mada six nine four four contact not zero one three four decimal six
delta november alfa fly heading one eight five ,011_0371,al ta noverma alfa sly heading one eight five
viva five eight five report your heading ,012_0074,we a five eight five report you heading
merair six nine five two milan one three four decimal five two bye bye ,101_1042,milan six nine five two milan one three four decimal five two bye bye
europa three six one now direct tango and contact rhein control on one three two four bye bye ,091_0518,aero per three six one now direct tango one contaran control on one three two four bye bye
transwede one zero seven direct st prex ,111_0495,transwede one zero seven direct said prex
cross air eight five eight contact rhein frequency one two seven three seven tschuss ,021_0262,cross a eight five eight contact rhein frequency one two seven three seven trees
luftha ,091_0864,lufthans
alitalia one five eight good morning squawk five seven two zero ,091_0982,alitalia one five eight good mornings squawk five seven two zero
gulf air zero zero five is identified good morning ,012_0274,calf air zero zero five is identified good morning
olympic one four four rhein radar one three two decimal four ,031_0048,olympic one four four rhein radar one three two decimal four
lufthansa three five five six turn right to trasadingen ,051_0133,lufthansa three five five six turn right to transadingen
good afternoon sunwing five two one two radar contact continue as cleared ,101_0495,good afternoon sunwing five two one two radar contact continue as clet
lufthansa four four zero eight own navigation st prex ,111_0215,ufthansa four four zero right air navigation on prex
one three four five two correct bye bye ,111_0320,mone three four five two correct bye bye
olympic one four four contact rhein one three two decimal four ,011_0062,olympic one four four contact rhein one three two decimal four
shamrock four eight two two contact milan one three four decimal five two good day ,091_0186,jamrock four eight two two contact milan one three four decimal five two good day
lufthansa four four one six good afternoon maintain level three hundred ,091_0693,lufthansa four four one six good afternoon maintain level three hundred
spar eight nine nine contact marseille on one two five decimal eight five good bye ,071_0758,spariht nine contact marsaon one two five decimaneghd five good bye
alitalia four eight five descend to flight level ah three one zero ,091_0202,alitalia four eight five descend to flight level ah three one zero
lufthansa four three seven six good morning climb to flight level two nine zero ,061_0331,lufthansa four three seven six good morning climb flight level two nine zero
and four three seven six proceed direct trasadingen ,051_0580,and four three seven six proceed direct trasadingen
lufthansa three six zero four proceed direct trasadingen ,041_0225,lufthansa three six zero four proceed direct trasadingen
turkish five one five rhein identified ,011_0108,turkish five one five rhein identified
blue five seven two set course direct canne ,081_0464,blue five seven two secosdarecane
swissair eight zero six proceed now own navigation to nattenheim ,051_0201,swissair eight zero six proceed now own navigation to nuttenheim
transwede one zero seven climb to flight level three three zero ,111_0133,transwede one zero seven climb to flight level three three zero
i say again malaysian four contact rhein radar one two seven decimal three seven ,051_0343,a second malaysian four contact rhein radar one two seven decimal three seven
lufthansa eight two six eight ah three one zero is final level due traffic ah you may set course direct to olben ,092_0166,lufthansa eight two six eight ah three one zero final level due traffic united corstadic to olben
aero lloyd five one seven bonjour identified cleared kines st prex willisau flight level three two zero ,071_0355,aero five one seven bonjour identified at kines s previouflight level three two zero
delta echo bravo climb to flight level four one zero ,101_0872,delta echo bravo climb to flight level four one zero
sabena eight three zero proceed to gotil ,041_0569,sabena eight three zero proceed to gotil
alitalia three six nine can you increase your speed to decimal seven five or more ,031_0737,alitalia three six nine can u increase your speed to decimal seven five or more
tag sabena eight three six identified ,061_0405,tag sabena ah three six identified
french line nine one six three fly heading zero nine five until advised ,091_1014,french line nine one six three fly heading zero nine five until advised
lufthansa four two one nine is identified youre cleared direct to delta kilo bravo ,021_0689,lufthansa four two one nine identified iaclett direct to delta kilo bravo
swissair four eight eight good morning maintain two eight zero when reaching call you back for higher ,101_0586,swissair four eight eight good morning maintain two eight zero an reaching calliback for higher
hapag lloyd one seven one contact geneva one three three one five bye bye ,111_0477,habodoid one seven one heandsat geneva one three three one five bye bye
lufthansa four three five six climb to flight level three two zero ,091_0025,lufthansa four three five six climb to flight level three two zero
k l m three four s six report your heading ,021_0545,k l m three four six report your heading
midland seven two zero contact rhein one two seven three seven ,011_0139,it and seven two zero contact rhein one two seven three seven
tag belstar five oh two hotel identified ,061_0119,tabbelsa five or two hotel identified
alitalia one three five is identified ,041_0125,alitalia one three five is identified
hapag lloyd one seven one geneva one three three one five good bye ,111_0069,hapag rad one seven one geneva one three three one five bye
ah okay ,041_0688,ah ok
lufthansa five five zero four contact geneva milan one three four five two bye ,101_0449,lufthansa five five zero four contact geneva ah milan one three four five two bye
merair six nine four four climb to flight level three three zero ,101_0810,merair six nine four four climb to flight level three three zero
netherlands air force four one four descend flight level three two zero expedite descent as crossing traffic ,071_0257,nezerlans air force four one four descend flight level three two zero expedite descend as crossing traffic
yeah ,021_0031,no
lufthansa five five zero four zurich radar good morning identified trasadingen to s fribourg maintain flight level three three zero ,092_0046,lufthansa fie five zero four zearequeighd a good morning identified trasadingen to freebal maintain flight level three three zero
merair six nine five two fly heading one eight five climb flight level two nine zero ,051_0292,a six nine five two fly heading one eight five climb flight level two nine zero
lufthansa four two zero seven contact rhein radar one three two decimal four ,021_0574,lufthansa four two zero seven contact rhein radar one three two decimal four
aero lloyd five nine zero rhein radar identified climb flight level two nine zero ,011_0065,aero lloyd five nine zero rhein radar identified climb flight level two nine zero
aero lloyd five nine zero good morning radar contact maintain flight level three one zero trasadingen canne ,091_0437,aero l if five nine zero good morning radar contact maintain flight level three one zero trasad in canne
lufthansa four six five two bonjour identified cleared passeiry la tour du pin flight level three zero zero stand by for higher ,072_0175,hansa four six five two bonjour an atefy clear pasrelatordu back flight level three zero zero stand by for higher
saudia three four one good morning maintain flight level three three zero got radar contact ,081_0553,saudia three four one good morning maintain flight level three three zero air radar contact
britannia triple two alfa rhein radar identified ,031_0094,britannia triple two alfa rhein radar identified
jet set two zero seven ah turn left direct to hochwald ,101_0516,jeata two zero seven ah turn left direct to hogwald
cross air six eight six contact marseille one two five eight five good bye ,071_0746,air six eight six contact marsai one two five eight five good bye
jet set four four two good morning radar contact turn right by one five degrees and descend flight level three three zero ,081_0581,just a four four two good morning radar contact turn right by one five degrees and descend flight level three three zero
united six nine milan one three four five two good bye ,081_0365,united six nine milan one three four five two god by
