transcription,recording_id,model_transcription
french line nine one six five zurich radar good afternoon identified maintain flight level three three zero trasadingen zurich east fusse ,101_0858,french line nine one six five sure greihtaugr afternoon identified maintain flight level three three zero transliting in zuri ge s bussex
airfrans three five six calling ,081_0268,air last three five six calling
tag ,031_0183,tag
aerovic one zero six one own navigation st prex contact milan one three four five two good bye ,101_0839,reach one zero six one or navigation up re contact me line one three four five two go be
delta november alfa proceed via trasadingen canne ,101_0510,there nemember alpha received my three set in canne
alitalia four zero one climb flight level three one zero ,091_0894,are tele four zero one climb flight level three one zero
jetaviation seven zero one ah radar contact descend flight level three zero zero ,091_0494,genevation seven zero one read can sintyseim flight over three above zero
foxtrot sierra india contact milan one three four five two good bye ,091_0624,fox other india contact milline one three four five two go bit
sabena eight two six alfa own navigation trasadingen ,081_0612,sabena eight two six alpha o navigation tran eing
transwede three five seven one contact reims one three four decimal four bye bye ,091_0327,transwede three five seven one contact reims one three four decimal four over bye
good morning lufthansa three five five six radar contact maintain flight level two nine zero and proceed trasadingen canne ,082_0142,good morning lufthansa three five five six radar con sir maintain flight level two nine zero and deprecitrais rhein gene
lufthansa eight two six eight climb flight level three seven zero ,031_0013,lufthansa eight two six eight climb flight level three seven zero
sabena eight three zero contact rhein one two seven three seven tschuss ,041_0231,sabena eitre zero contact rhein one to seven three seven tres
german air force four nine zero one good afternoon maintain level three four zero trasadingen and st prex ,091_0581,german air force four nine zero one good afternoon maintain level three four zero thrusting in st prex
scandinavian six one seven descend to flight level two nine zero ,031_0645,schanenevian six one seven descent to flight level two nine azero
lufthansa four three nine zero identified climb flight level two seven two nine zero ,011_0167,lufthansa four three nine zero identified climb flight level two seven two nine a zero
nine seven own navigation to epinal ,071_0432,nin even navigation two a pinel
good afternoon japan air four one nine radar contact descend flight level two five zero ,101_0297,good afternoon japan air four one nine rate or can sec is im flight level two five well
lufthansa eight two six eight heading one eight zero ,012_0019,lofthansa eight two six eight heading one eight zero
speedbird two two three direct to nattenheim november tango mike ,051_0569,speed by two to three directo nattenheim november tango mike
jetcom one three three climb to flight level three five zero ,091_0083,jetcom one three three climb to flight level three five zero
thats correct stand that routing ,101_0009,thats correct stand at routing
negative to the right heading zero one five ,101_0662,negative two to right heading zero one five
algerie two zero seven three continue climb to flight level two nine zero ,031_0703,algere two zero seven three continue climb to flight level two nine zero
alitalia two nine two good morning squawk two seven six one ,082_0072,alitalia two nine o two a morning al two seven six one
ah tarom three seven four for separation turn left heading one zero five ,041_0636,i ten three seven four for separation turn lift headingone zero five
tag belgian airforce four four identified report your heading ,061_0426,tag bee me f us four flighidentifie report your heading
lufthansa three five five zero climb to flight level two nine zero ,021_0586,lufthansa three five five zero climb to flight level to nine zero
swissair six five two zero rhein one two zero nine two good bye ,091_0537,swiss six five two zero rhein one two zero nine or two go bye
airfrans six seven zero zurich radar good morning descend to flight level three three zero ,092_0019,air from six seven zero sorigweight air good morning descent flight level three three zero
alitalia three six five bonjour cleared passeiry torino maintain flight level three four zero ,071_0881,al del at three six five bogo clear passe re torino meintein flight level three foso
netherlands air force four one four contact zurich one three four six tschuss ,061_0122,netherlands air force four one four contact two reach one three four six three
delta november alfa affirm and fly heading one seven zero ,031_0674,there is and m alpha a firm and fly heading one seven zero
hapag lloyd three five five one direct canne contact milan one three four five two bye ,091_0956,ho be eigh three five five one direct canne chansamelein one three four five two bye
lufthansa three six zero four ,041_0241,lufthansa three six zero four
contact milan one three four five two good bye ,101_0584,contact milan one three four five two go bye
jetcom one three three for further climb zurich one three three decimal four good bye ,111_0037,chedchomb one three three for fir climb two righ one three three decimal for k bye
transwede one zero one contact zurich one three three decimal four ,031_0400,transwede one sev one contact zurich one three three decimal four
hapag lloyd six five three contact zurich one three four decimal six ,051_0037,uppercloid six five three contact zurich one three four s mor six
yeah ,031_0688,yeah
hapag lloyd six five three good morning radar contact ill call you back with higher ,081_0951,habbeleie six five three ge morning radar can sec like ho re bit be higher
cross air five one eight rhein one three two decimal four ,092_0107,cross the five one eight rhein one three two decimal four
lufthansa four four zero eight climb to flight level three one zero ,101_0670,lufthansa four four zeroid climb to flight level three one zero
negative speedbird two three three contact rhein one two seven three seven ,071_0313,negative speedbird two three three contact rhein one two seven three seven
jet set four four two contact milan one three four five two bye ,091_0883,just s four four two kins im a line one three four five two bye
lufthansa four seven two three good morning roger ,081_0203,lufthansa four seven two three good morning russia
lufthansa four seven two three ,091_0286,lufthansa four seven two threen
alitalia two six two climb to flight level three two zero ,071_0470,i tele two six two climb to flight level three two zero
air malta one hundred squawk five seven one seven ,091_0874,a multe one hundred scor five seven one seven
lufthansa four six five two good morning roger ,081_0334,lufthansa four six five two good morning russia
speedway three three five two milan one three four five two bye bye ,101_0734,speedway three three five two milan one three four five two bye
three six zero four correct climb to flight level three four zero ,101_0922,three six are of al correct climb to flight level three four zero
roger sir recleared flight level three one zero thank you for your help ,031_0151,roge so rigleat flight level three one zero thank you for your help
malaysian four contact rhein one two seven three seven good day ,071_0112,malaysian four contact rhein one two seven three seven grey
thank you ,041_0667,thank you
malaysian two radar contact ,041_0423,malaysian two read a contact
alitalia four zero one climb flight level three three zero ,111_0569,alitalia four zero one climb flight levol three three we
lufthansa three five six six climb now to flight level three seven zero ,021_0550,lufthansa three five six six climb now to flight level three seven zero
speedbird five six three contact radar on one two eight decimal one five good bye ,081_0026,speed bout five six three contact read air on one two eight decimal one five good bye
georgia zero three seven rhein radar identified ,071_0210,georgia syro three seven rhein radar identified
jetaviation seven zero one good morning squawk two seven three two ,092_0353,jetdivision seven zero one good morning ah two seven three two
lufthansa three five six six direct to trasadingen ,061_0363,luftanda three five six six direct two treisedeng
and six nine four four proceed direct to trasadingen ,031_0281,and six nine four four proceed direct to tresering
austrian four one one ,081_0349,al strein four one one
air malta zero zero four radar contact ,041_0441,emalteserro serro four read a contact
europa three six one good morning radar contact ,091_0193,ropa three six one good morning raidour contact
condor one zero four climb to flight level three three zero ,081_0273,condo one zero four climb to flight level three three zero
alitalia two nine one good morning identified trasadingen saronno maintain flight level three three zero ,111_0333,alitalia two nine one good morning identified trasa in zero no maintain flight level three three ero
contact milan one three four five two good bye ,092_0185,contact milan one three four five two go bye
turkish five one five contact rhein one two seven three seven tschuss ,061_0140,tele five one five contact rein one to seven three seven trees
delta india charlie papa alfa call milano on one three four five two ,021_0490,del india charlie papa alfa call milano on one three four five two
alitalia four zero one turn right heading one eight zero ,051_0095,alitalia four sero one turn right heading one eight zero
airfrans three five six is identified climb to flight level three hundred ,111_0071,airfrans three five six is identified climb flight level three hundred
swissair six five two zero set course to frankfurt ,031_0389,specia six five two servus at council frankfurt
hapag lloyd six five three climb flight level three three zero ,081_0953,harbor line six five three climb flight level three three zero
delta mike echo proceed direct to trasadingen ,041_0278,there mike echo procee direct to trasa dengen
alitalia three six nine turn right to trasadingen ,041_0715,alitalia three six nine turn right to treselingen
lufthansa four three nine zero milan one three four decimal five two bye bye ,111_0202,lufthansa four three nine are or milan one three four decimal five two bye bye
malaysian four contact rhein one two seven three seven tschuss ,031_0293,malaysian four contact rein one to seven three seven trees
sabena eight zero one ah rhein identified ,071_0306,sabena eight zero one rhein identified
georgia air zero three seven rhein radar identified ,051_0041,georgia air the rad three seven rein rate identified
golf juliett india milan one three four five two bye bye ,111_0355,golf to lid india milan one three four five two bye bye
hapag lloyd three five five one continue descent flight level three three zero ,091_0525,ho p ali three five five one cointhertecem flight lev three three zero
alright thank you very much further climb radar one three three point four bye ,091_0810,al right thank you very much for the climb rhei one three three point four bye
balkan four three one contact ah reims on one three four four bye ,101_0024,welcome four three one contact i reims are one three four four bye
aero lloyd five one seven turn left heading three six zero ,081_0035,i hote it five one seven ten left at in three six hoi
iberia three five three zero continue descent to flight level two nine zero ,111_0654,a bre three five treserveir continue descent to flight level two nine azero
lufthansa four seven two three descend to flight level three zero zero ,091_0064,lufthansa four seven two three descent flight level three zero zero
speedbird one two nine descend flight level three three zero ,041_0246,speeber one to nine eigh descent flight level three tree zero
sabena eight zero six good afternoon squawk two seven four one ,101_0801,seven eight zero six good afternoon ah two seven four one
hapag lloyd six five three rhein radar identified climb flight level two seven zero ,051_0018,herperkloid six five three lein radar identified limb flight level two seven zero
oscar hot disregard ,021_0493,askha hot descer
airfrans one five five four good morning radar contact ,081_0758,france one five five four good morning radar contact
lufthansa four five seven five your rate of climb ,091_0463,lufthansa fu five seven five yer raid of climb
sabena eight zero one climb flight level three four zero ,071_0328,sabena eight zero one climb flight level three four zero
speedway three three five two contact milano one three four decimal five two ,111_0734,speed weigh three three five two contact milano one three four decimal five two
affirm three seven four contact rhein one three two decimal four ,051_0777,a firm three seven four contact vine one three two decimal four
malaysian four contact rhein radar one two seven decimal three seven ,021_0665,malaysian four contact rhein radar one to seven dicimal three seven
alitalia three six nine contact zurich one three four decimal six ,051_0843,alitalia three six and nine contact zurich one three four decimal six
sunwing five two one two turn right heading one nine zero ,041_0147,senning five to one two ten right at in one line air zero
hapag lloyd three five five one zurich one three three decimal four ,031_0495,hapagloid three five five one zurich one three three dismal four
alitalia four zero one resume own navigation to saronno ,091_0215,alitalia for sero one resume on navigation to sorondo
alitalia one five seven turn right to trasadingen ,031_0538,alitalia one five seven turn right to trasadingen
lufthansa three five five six call zurich on one three four decimal six ,021_0501,lufthansa tree five five six called surich on one three four decimal six
india sierra alfa contact rhein one two seven three seven ,011_0047,india siera alpha contact rhin one two seven three seven
tarom three seven two rhein one three two four tschuss ,021_0193,term three seven two rhein one three two fortress
alitalia two four two turn right heading two nine zero ,071_0690,it a le two four two the nightedding two nine zero
sobelair two five five seven turn left heading one one zero separation ,011_0055,sobelair two five five seven turn left heading one one zero separation
adria one six four two is identified set course direct to morok ,092_0308,adrea one six four two is identified set course direct to morok
tag alitalia three six nine identified ,021_0297,tag alitaria three six nine identified
alitalia two nine two good morning squawk two seven six one ,091_0135,alitalia two nine two good mornings co two seven six one
tag sunwing five two one four identified ,031_0301,tax hunwing five to one four identified
co ,071_0788,good
lufthansa five two nine four climb to flight level three four zero ,071_0944,lufthansa five two nine or four climb to flight level three four zero
airfrans one five zero nine turn right by ten degrees ,091_1013,airfronce one five set nine turn right by ten degrees
sierra alfa foxtrot one one two contact rhein one two seven decimal three seven ,031_0111,sierra alfa foxtrot one one two contact rhein one two seven dismal three seven
sabena nine seven zero contact radar one two eight decimal one five au revoir ,072_0055,seven a nine seven zero contact radar one two eight decimal one five over
yeah ,071_0309,now
aerovic one zero six one contact milano one three four decimal five two ,012_0304,erevecmanzero six one contact milano one three four decimal five two
alitalia two nine one zurich radar good afternoon trasadingen saronno maintain flight level three three zero ,101_1000,alitalia two nine or one zuri k eight get afternoon transadegezero no maintain flight level three three zero
bonjour berlin five zero eight one cleared direct la tour du pin flight level three three zero ,081_0076,mogul berlin five zero eight one clear the direct la two du pin flight level three three zero
ah alitalia four eight five good morning roger ,081_0354,little air four aig five good morning roger
speedbird five eight zero descend to flight level two one zero ,081_0029,speed about five zero descent flet level two one zero
lufthansa four seven two three milan one three four decimal five two good bye ,081_0244,lufthansa four seven two three mileine one three four decimal five two k bye
sabena seven eight one six radar contact climb initially flight level three four zero trasadingen karlsruhe ,081_0929,sabena seven eight one six re do contact climb initially flight level three four zero transit in case rei
hapag lloyd one three seven rhein radar identified ,011_0155,happagloid one three seven rhein reider identified
airfrans six seven zero right heading one seven five ,111_0306,air from six seven sereall right in one seven five
and four two zero nine expect an initial descent in about two minutes from now ,031_0241,and four two so nine expect an initial descent in about two minutes from now
alitalia two nine two turn left by ten degrees ,061_0623,alitalia two nine or two turn left by ten degrees
airfrans three five six good morning squawk seven five three six ,111_0067,airfrans three five six good minings walk seven five three six
airfrans one five five four milan one three four five two good bye ,091_0660,airfrans one five five four milan one three four five two bye
good morning alitalia one four nine radar contact ,091_0725,good mining alitalia one four nine rhedar contact
delta mike echo climb flight level two nine zero ,051_0299,theertamic echo climb flight level two nine or zero
airlink one three milan one three four five two good bye ,101_0780,eirling one three milleine one three four five two go bye
adria one six four four contact reims one three four four bye ,091_0273,area one six four four caincel reims one three four four bye
alitalia two six two contact reims one three two decimal two seven au revoir ,071_0893,alitalia two six two contact reims one three two decimal two seven au
portugalia five four three contact geneva one three three one five good bye ,101_0758,portugalia five four three contac geneva one three three one five c bye
good afternoon israeli air force four four two maintain level three five zero ,101_0825,good afternoon israeli air force four four two maintain level three five zero
alitalia four one three can you accept flight level three one zero as cruising level today ,031_0150,alitalia four one three can you accept flight level three one zero as cruising level today
transwede one zero seven continue present heading until advised ,081_0559,treinsmit one zero seven continue person heading onsedvised
tag jet set one four two nine identified ,051_0477,tardret are one four two nine identified
lufthansa four two two three zurich radar good afternoon youre identified maintain flight level three three zero trasadingen zurich east fusse ,101_1044,lufthansa four two two three sure greadairged afternoon yeare identified maintain flight level three three zero trasadingen zuri ge st fusse
emirates eight one good morning maintain level three three zero trasadingen zurich east to fusse ,091_0540,emeretseid one good morning maintain able three three zero roseding and zurikis to fusse
alitalia two nine two radar contact trasadingen karlsruhe climb flight level three two zero ,082_0079,alitalia two nine two rei air contact rei set in case rure climb flight lev three two zero
aero lloyd five one seven continue present heading until advised ,091_0366,aero lu five one seven continue present heading unseteveised
delta mike echo good afternoon call you back ,101_0790,del the i ge co good afternoon collieback
tarom three seven four is identified maintain the heading ,051_0740,tan three seven four is identified maintain the heading
alitalia three zero one bonjour cleared passeiry torino flight level three three zero ,081_0008,alitalia three so one bonjour cleared passe re torino flight level three three zero
alitalia three six nine turn right to trasadingen ,051_0823,alitalia three six nine turn right to trasadingen
alitalia one five zero is identified climb to flight level three hundred ,101_0693,alita re one five series identified climb to flight level three hundred
speedbird five six three identified cleared aosta st prex rolampont climb to flight level three six zero ,072_0023,speeberd five six three identified cledeo st sir prex re le being climb to flight level three six zero
foxtrot sierra india descend flight level two five zero ,111_0467,foxtershare india desim flight level two five a well
bonjour maintain flight level three three zero and ah proceed to passeiry ,071_0891,bonjour maintain flight le three three zero and proceed to passe re
alitalia two six two contact reims on one three two decimal two seven good bye ,081_0147,ailitarea two six two contact reims on one three two decimal two seven ge rei
aerovic one zero six one turn immediately right heading ah two one five ,092_0092,ervacvansero six one turn immediately right at in two one five
lufthansa five three zero five further right heading zero one five ,101_0661,lufthansa five three zero five feet right in zero one five
swissair four eight eight turn right heading of ah zero eight zero ,082_0044,swissair four eight eight im right heading of fight sever eigh zero
alitalia one one seven descend to flight level two five zero ,092_0303,a litale one one seven descent fligt level two five zero
alitalia two nine one turn now right to tango romeo alfa ,051_0795,alitalia two nine i one two no right to tango romeo also
aero lloyd five one seven ah due traffic turn right one zero degrees ,101_0616,erloid five one seven due traffic turn right one zero degrees
contact geneva one three three one five tschuss ,081_0869,condac chineva one three three one five chees
airfrans ah disregard ,081_0774,airfrans ah disregard
alitalia three six nine turn right to herbi intersection ,041_0160,alitalia three six nine ten right to herbi intersection
alitalia one one seven rhein radar identified ,051_0039,ali talia one one seven rhein raider identified
alitalia three two four contact reims one three four four bye ,101_0463,alitalia three two four cendarounds one three four four bye
alitalia one four nine turn right one five degrees ,061_0337,alitalia one four nine turn right one five degrees
shamrock four eight two two just clear of traffic now descend to flight level two five zero ,091_0679,shamrock for eight two two chess clear of traffic now descend flight level two five zera
jetcom one three three your rate of climb ,111_0447,jack come one three three your right off climb
condor one zero four good morning squawk seven five three one ,081_0524,condor one through four ge morning squalk seven five three one
hotel bravo india tango romeo climb now to flight level three six zero ,012_0232,what viva india tango womeo climb now to flight level three six zero
delta mike echo proceed to trasadingen ,031_0676,delta mike echo proceed to trasadingen
alitalia four eight seven is in radar contact confirm level three four zero ,041_0496,alitalia for eight seven is in reidai contact confirm level three force ere
lufthansa three five six six zurich radar good morning youre identified route trasadingen saronno ill call you back for further climb ,091_1043,lufthansa three five six six zurich eight argen morning youre identified route trasadingen serono i call back for four climb
roger call you back ,101_0074,roger call you back
confirm three five five ,031_0621,confirm three five five
airfrans three five six roger continue climb flight level three one zero for the time ,091_0369,air force three five six roger continue climb flight level three ine zero for the time
roger delta november alfa maintain heading after passing neckar ,011_0312,roger duilt anove mil for maintain heading after passing neckar
lufthansa three six three eight climb flight level three three zero ,011_0160,lufthansa three six three eight climb flight level three three zero
affirm ,041_0610,esem
golf juliett india contact zurich one three three decimal four ,051_0272,golf cheliet india contact zuri one three three decimal four
four four one six climb flight level three one zero ,021_0095,for four one six climb flight level three one zero
cross air eight five eight call rhein on ah one two seven three seven good day ,071_0097,grass air eight five eight chor rhein on one two seven three seven grey
lufthansa four two one nine turn left to delta kilo bravo ,041_0730,lufthansa four two one nine turn left to delta kilo bravo
tag lufthansa four five eight two identified ,041_0366,tag lufthansa four five eight two identified
lufthansa triple three zero is identified climb to flight level two five zero initially ,021_0694,lufthansa triple tree zero is identifight climb two flight level two five zero initially
shamrock four eight two two descend flight level three zero zero ,091_0904,sharakfueight two two design flight eva three zero see
scandinavian six eight six contact rhein one three two decimal four hejda ,091_0021,scannavin six eight six conduct rhein one three two decimal four hedo
belstar five two six hotel proceed direct to kempten kilo papa tango ,061_0121,belsa five to six hotel posit direct to kempten kilo papa tango
merair six nine four four is identified ,051_0772,may a six nine o four four identified
alitalia one five zero good afternoon squawk two seven four five ,101_0897,alitalia one five cerogid afternoons wark two seven four five
belstar five zero two hotel rhein one three two four ,041_0513,elstain five sir two hotel rhein one three two four
k l m three four six good morning identified ,012_0181,ge then three four six good morning identified
emirates eight one contact milan one three four five two bye ,111_0456,emris eight one contact milan one three four five two bye
french air force four four one zero zurich radar good morning identified maintain flight level three four zero trasadingen zurich east fusse ,091_1068,france fo four four one sarosoreguei air get morning identified maintain flight level three four are out trasadingen zoreges fusse
britannia two three six alfa turn right to trasadingen ,021_0502,rhitania two three six alpha turn right to trasading
p s a five two six hotel contact rhein one three two decimal four ,071_0271,best are five two six hotel contact rhein one three two desimal four
roger fly heading three three zero ,021_0452,echo fly heading three trees
k l m three hundred kilo contact rhein one two seven three seven tschuss ,061_0090,calemdree henred keelo contact rhein one to seven three seven trees
transwede one zero seven geneva one three three one five bye ,081_0649,time med one zrow seven geneva one three three one five pind
swissair nine three five two contact rhein one two seven decimal three seven ,051_0020,swissair nine air three five two contact nine one two seven decimal three seven
roger ,031_0148,what
alitalia one four nine turn right by ten degrees ,031_0132,alitalia one four nine on turn right by ten degrees
swissair five correction swissair nine three five nine continue descent now flight level two nine zero two thousand feet per minute or more ,041_0343,spitceir five correction with nine or three five nine are continue descent now flight level two nine or zero two thousand feet per minute air more
belstar five zero two hotel contact rhein one three two four tschuss ,051_0551,belstar five zero two hotel contact rhein one threigh two fortress
golf juliett india report your heading ,031_0212,golf druled in air report your heading
alitalia one one nine radar contact ,012_0068,alitalia one one nine oureid a contact
affirm ,051_0813,if hm
aero lloyd five nine zero rhein identified climb flight level two nine zero ,021_0048,airloid five nine or zero rhein identified flimb flight level two nine o zero
roger ,051_0739,ah jet
merair six nine five two contact zurich one three four six ,021_0291,me air six nine five two contact surege one tright four six
delta sierra alfa contact rhein one two seven decimal three seven ,061_0506,delasere alpha contect rhein one two seven decimal three seven
transwede one zero seven geneva one three three one five bye ,091_0871,transmit one zero seven geneva one three three one five bye
airfrans three two six one turn left heading two five five ,091_0550,eirfrost three two six one turn left heading two five five
roger ,101_0434,parjen
belgian airforce four four is identified ,051_0734,belgian air force four force identified
delta seven six milan one three four five two good bye ,091_0726,delta seven six milleine one three four five two ghubine
delta mike echo report your rate of climb ,051_0803,delta mike echo report your rait of climb
hapag lloyd six five three climb with one thousand five hundred feet per minute or more ,051_0451,habergloid six five three climb with one thousand five hundred feet per minute or more
k l m three hundred kilo rhein one two seven three seven ,061_0558,calemdree hendred kilo rhein one two seven three seven
hotel tango romeo schonen tag identified ,061_0401,hotel tango romeo shringontegh identified
airfrans one five five four milan one three four five two good bye ,092_0256,france one five five four milan one three four five two go bee
roger further contact milan one three four five two bye ,082_0157,roger for the contact mey line one three four five two bine
viva nine zero eight one descend to flight level two nine zero ,092_0293,viva nine zero eight one descent flight over two nine zero
is algerie two zero seven three on frequency ,041_0720,is algery two zero seven three in frequency
hapag lloyd one one two rhein one two seven three seven tschuss ,061_0398,algloide one one two rhein one to seven three seven threes
scandinavian s scandinavian six one four set course direct frankfurt ,111_0400,scandinavian scandinavian six one four sechosteroc frankfurt
alitalia four eight five rhein radar identified ,061_0540,alitalia four eight five rhein radar identified
sunwing five two one two climb flight level three four zero ,101_0242,sunwing five two one two climb flight level three full zero
climb to flight level three eight zero ,071_0889,climb flight level tree eight re
fox oscar kilo sierra india continue climb to level three four zero ,041_0417,fox oscecillosiere india continue climb the level three four zero
tag lufthansa four two zero nine identified ,061_0404,tag luftunde four zero nine identified
delta mike echo fly direct to karlsruhe climb flight level two seven zero now ,031_0251,delta mike echo fligh direct to chairtsrur climb flight level two seven zero now
alitalia four zero one rhein radar identified climb ah flight level ah two nine zero ,061_0548,alitalia four zero one line radar identified climb flight level two nine o zero
transwede one zero seven climb flight level three three zero ,031_0425,runsweed one zero seven climb flight level three three zero
airfrans one five five four good morning descend to flight level three three zero rate two thousand or more ,092_0231,efrons one five five four good morning descend flight level three three zero rate two thousand or more
k l m three four six to stay clear later on french military air space turn right heading three five zero ,031_0202,chalhem three for six to ta clear le on french military air s best on right heading three five zero
tag speedbird one two nine identified ,021_0206,taxbery one to nine identified
turkish nine two five radar contact flight planned route ,111_0577,turkish nine two fire read air can set flight plam route
hapag lloyd one one two contact rhein one two seven three seven tschuss ,041_0237,roghgloid one one two contact rhein one to seven three seven threes
swissair nine three six zero contact rhein radar one two seven decimal three seven ,041_0009,spiccia nine three six zero contact in rate one to seven dismal three seven
lufthansa four two zero seven is identified ,051_0217,lufthansa four two zero seven is identified
aero lloyd five six two is identified climb to flight level two nine zero ,021_0678,ai wilheid five six two is identified climb to flightlevel to nine a zero
merair six nine four four contact now zurich one three four decimal six ,041_0722,more six nine four four contact not sure one three four decimal six
delta november alfa fly heading one eight five ,011_0371,elte november also sleighering one eight five
viva five eight five report your heading ,012_0074,we were five eight five report your heading
merair six nine five two milan one three four decimal five two bye bye ,101_1042,merair six nine five two milan one three four decimal five two bye bye
europa three six one now direct tango and contact rhein control on one three two four bye bye ,091_0518,re per three six one now direct tango and chance rhein control on one three two four bye bye
transwede one zero seven direct st prex ,111_0495,sunsweed one zero seven direct seimbrei
cross air eight five eight contact rhein frequency one two seven three seven tschuss ,021_0262,case eight five eight contact rhein flequency one to seven three seven trees
luftha ,091_0864,lovethence
alitalia one five eight good morning squawk five seven two zero ,091_0982,alitalia one five eigh good mornings qork five seven two zero
gulf air zero zero five is identified good morning ,012_0274,galf air zero zero five is identified good morning
olympic one four four rhein radar one three two decimal four ,031_0048,olympic one four four rhein radar one three two decimal four
lufthansa three five five six turn right to trasadingen ,051_0133,lufteinsa three five five six turn right to transedingen
good afternoon sunwing five two one two radar contact continue as cleared ,101_0495,good afternoon sunwing five two one two radar chunseng continue as creit
lufthansa four four zero eight own navigation st prex ,111_0215,ofthansa four four are rei the navigation song prey
one three four five two correct bye bye ,111_0320,one three four five two correct be bee
olympic one four four contact rhein one three two decimal four ,011_0062,olympic one four four contact rhein one three two desimal four
shamrock four eight two two contact milan one three four decimal five two good day ,091_0186,jamrock four eight two two conduct me line one three four decimal five two good day
lufthansa four four one six good afternoon maintain level three hundred ,091_0693,lufthansa four four one six good afternoon maintain level three hundred
spar eight nine nine contact marseille on one two five decimal eight five good bye ,071_0758,sparight nine or contact marseil on one two five decimal eight five good bye
alitalia four eight five descend to flight level ah three one zero ,091_0202,alitalia four eight five descent flight level three one zero
lufthansa four three seven six good morning climb to flight level two nine zero ,061_0331,lufthansa four three seven six good morning climb flight level two nine zero
and four three seven six proceed direct trasadingen ,051_0580,and four three seven six bosi direct reis a ding
lufthansa three six zero four proceed direct trasadingen ,041_0225,lufthansa three six zero four bre see direct reis a dag in
turkish five one five rhein identified ,011_0108,turkish five one five rhine identified
blue five seven two set course direct canne ,081_0464,blue five seven two secues are can eigh
swissair eight zero six proceed now own navigation to nattenheim ,051_0201,spece eighd zero six proceit not el navigation to nuttenheim
transwede one zero seven climb to flight level three three zero ,111_0133,trainsweith one zero seven climb flight level three three zero
i say again malaysian four contact rhein radar one two seven decimal three seven ,051_0343,esehegein malaysian four contact rhein radar one to seven dismal three seven
lufthansa eight two six eight ah three one zero is final level due traffic ah you may set course direct to olben ,092_0166,lufthansa eighge two six eight three one zeroys final level due traffic anumaced corsarec to olben
aero lloyd five one seven bonjour identified cleared kines st prex willisau flight level three two zero ,071_0355,eirloid five ind seven bonjour dentefeient le at kines si previllis of flight level three two zeren
delta echo bravo climb to flight level four one zero ,101_0872,delta echo bravo climb to flight level four one zero
sabena eight three zero proceed to gotil ,041_0569,sabena eight three zero proceed to gotil
alitalia three six nine can you increase your speed to decimal seven five or more ,031_0737,alitalia three six nine can you increase your speed to decimal seven five or more
tag sabena eight three six identified ,061_0405,taxabenidrisix identified
french line nine one six three fly heading zero nine five until advised ,091_1014,french line nine one six three fligh headings are one nine five until advised
lufthansa four two one nine is identified youre cleared direct to delta kilo bravo ,021_0689,lufthansa four to one nine is identified yeclit direct to delta kilo bravo
swissair four eight eight good morning maintain two eight zero when reaching call you back for higher ,101_0586,swissair four eight eight good morning maintain two eight zea even reach and call back for higher
hapag lloyd one seven one contact geneva one three three one five bye bye ,111_0477,about air one seven one kinds at geneva one three three one five be bye
lufthansa four three five six climb to flight level three two zero ,091_0025,lufthansa four three five six climb flight level three two zero
k l m three four s six report your heading ,021_0545,call m three four six report your heading
midland seven two zero contact rhein one two seven three seven ,011_0139,it leant seven two zero contact rhein one two seven three seven
tag belstar five oh two hotel identified ,061_0119,tabbelts a five or two hotel identified
alitalia one three five is identified ,041_0125,alitalia one three five is identified
hapag lloyd one seven one geneva one three three one five good bye ,111_0069,hapagloid one seven one geneva one three three one five
ah okay ,041_0688,ah oky
lufthansa five five zero four contact geneva milan one three four five two bye ,101_0449,lufthansa five veice re four cont geneva emeleine one three four five two bye
merair six nine four four climb to flight level three three zero ,101_0810,merair six nine four four climb flight level three three zero
netherlands air force four one four descend flight level three two zero expedite descent as crossing traffic ,071_0257,netherlands air force four one forty cent flight level three two zero expedite sent crossing traffic
yeah ,021_0031,no
lufthansa five five zero four zurich radar good morning identified trasadingen to s fribourg maintain flight level three three zero ,092_0046,lufthansa five five cerrofourser equeightargen morning identified trasadingen to freeboo maintain flight level three three
merair six nine five two fly heading one eight five climb flight level two nine zero ,051_0292,may six nine five two fly heading one eight five climb flight level two nine zero
lufthansa four two zero seven contact rhein radar one three two decimal four ,021_0574,lufthansa four two zero seven contact rhein rede one three two decimal four
aero lloyd five nine zero rhein radar identified climb flight level two nine zero ,011_0065,airoloid five nine zero rhein radar identified climb flight level two nine zero
aero lloyd five nine zero good morning radar contact maintain flight level three one zero trasadingen canne ,091_0437,air if five nine zero good morning radar contact maintain flight eva three one zero transit in canne
lufthansa four six five two bonjour identified cleared passeiry la tour du pin flight level three zero zero stand by for higher ,072_0175,france four six five two masureinentefie clear as re at tour du pife light level three zero zero stand pifefor higher
saudia three four one good morning maintain flight level three three zero got radar contact ,081_0553,saudia three four one ge morning maintain flight level three three zero ge re dir contact
britannia triple two alfa rhein radar identified ,031_0094,britannia triple two alpha rhin radar identified
jet set two zero seven ah turn left direct to hochwald ,101_0516,jet a two sero seven are turn left direct to hooghvald
cross air six eight six contact marseille one two five eight five good bye ,071_0746,there six eight six contact merceil one two five eight five good bye
jet set four four two good morning radar contact turn right by one five degrees and descend flight level three three zero ,081_0581,jet set four four two ge morning radar contact turn right by one five degrees sundecign flight over three twees ero
united six nine milan one three four five two good bye ,081_0365,united six nine on milnine one three four five two go bye
swissair nine three five two call rhein on one two seven three seven good day ,041_0420,svicie nine three five two call line on one two seven three seven great
