transcription,recording_id,model_transcription
britannia triple two alfa call us on one three two decimal four good day ,021_0474,<unk>
britannia three two seven alfa contact rhein radar one three two decimal four ,051_0229,<unk>
alitalia one five eight is cleared trasadingen direct to luxeuil ,101_0681,<unk>
say again ,021_0601,<unk>
eight two two one sorry ,091_0429,<unk>
[FRAGMENT] you ,101_0214,<unk>
alitalia four zero one continue present heading ,081_0360,<unk>
condor triple six good morning continue climb to flight level three four zero ,091_1009,<unk>
alitalia six four seven four zurich radar good morning squawk two seven six two ,091_0972,<unk>
speedway three three five two milan one three four five two bye bye ,101_0734,<unk>
sobelair two five two one contact rhein one three two decimal four ,031_0546,<unk>
sabena ah disregard ,091_0203,<unk>
egypt air eight eight four contact rhein one three two decimal four ,051_0358,<unk>
alitalia four zero one rhein ,012_0083,<unk>
netherlands air force four one four descend with two thousand feet per minute or more ,051_0523,<unk>
swissair six five five two expect higher in two minutes ,111_0063,<unk>
@aerovic one zero six one can you increase to decimal seven six or more ,041_0093,<unk>
alitalia two nine two ah confirm squawking two seven six one ,081_0832,<unk>
merair six nine four four good morning identified route trasadingen saronno maintain flight level three hundred ,092_0077,<unk>
aero lloyd five one seven report your heading ,092_0277,<unk>
hamburg air two five four six climb to flight level three zero zero ,071_0840,<unk>
blue five seven two good morning radar contact descend flight level two five zero ,091_0741,<unk>
affirm ,031_0459,<unk>
sabena nine five nine bonjour identified cleared ah valda passeiry la tour du pin flight level three zero zero ,072_0154,<unk>
sabena eight three two contact rhein one two seven decimal three seven ,031_0078,<unk>
berlin five zero seven three bonjour maintain flight level three hundred via st prex willisau ,071_0596,<unk>
<FL> </FL> ,072_0164,<unk>
roger identified ,061_0545,<unk>
tunair four eight zero two zurich radar good morning squawk two seven five one ,092_0016,<unk>
speedbird five eight zero bonjour call you back for further descent ,081_0025,<unk>
alitalia six four seven four turn direct to frankfurt again fox fox mike ,051_0699,<unk>
belstar five two two hotel bonjour identified cleared direct to bilsa flight level three three zero ,072_0203,<unk>
lufthansa three five five six set course to trasadingen ,031_0497,<unk>
nine zero eight one rate two thousand feet or more ,091_0644,<unk>
affirm and ah climb at fifteen hundred feet per minute or more ,012_0234,<unk>
tarom three seven four is identified ,012_0250,<unk>
leisure six zero two four guten tag identified ,061_0033,<unk>
lufthansa eight two two one descend to flight level two nine zero ,091_0209,<unk>
alitalia two six two bonjour iden= ah squawk five seven three six ,072_0098,<unk>
sierra alfa fox one one two turn left heading three one five ,021_0467,<unk>
alitalia two three four contact reims on one three two two seven good bye ,081_0099,<unk>
airfrans six seven zero descend to flight level two five zero ,101_0784,<unk>
good bye ,091_0253,<unk>
good afternoon airlink one three radar contact maintain flight level three one zero flight planned route ,101_0098,<unk>
<FL> </FL> ,071_0917,<unk>
sabena nine three six nine contact zurich one three four decimal six ,031_0158,<unk>
lufthansa three five five zero zurich radar good morning identified trasadingen saronno maintain flight level three sorry two nine zero ,111_0299,<unk>
delta mike echo proceed to trasadingen ,021_0645,<unk>
sabena three seven six contact reims on one three four decimal four good bye ,071_0701,<unk>
delta november alfa proceed direct to trasadingen ,071_0144,<unk>
delta india mike mike echo is identified fly heading one seven zero climb flight level two seven zero ,051_0726,<unk>
lufthansa four two one nine proceed direct to delta kilo bravo descend to flight level three one zero ,071_0146,<unk>
lufthansa three five five zero is identified climb initially to flight level two five zero ,021_0578,<unk>
delta mike echo climb to flight level three four zero ,101_0830,<unk>
alitalia six four seven four is identified ,012_0179,<unk>
sabena eight zero one rhein radar identified ,061_0616,<unk>
<FL> </FL> ,071_0536,<unk>
speedbird one five six contact rhein one two seven three seven tschuss ,051_0425,<unk>
india oscar kilo climb to flight level three zero zero ,092_0004,<unk>
tarom three seven two turn right to kempten ,041_0556,<unk>
thank you hotel tango romeo climb now to flight level four five zero ,031_0618,<unk>
cross air eight five eight contact rhein radar one two seven decimal three seven ,021_0624,<unk>
lufthansa eight two six eight bonjour identified passeiry tour du pin flight level three three zero ,071_0420,<unk>
europa three six three contact rhein one two seven three seven tschuss ,051_0596,<unk>
alitalia three hundred squawk five seven six three ,072_0013,<unk>
airfrans six eight nine is identified ,101_0673,<unk>
speedbird seven seven whiskey whiskey contact reims one three four decimal four good day ,092_0407,<unk>
alitalia one five zero proceed direct to fox fox mike ,041_0103,<unk>
@aerovic one zero six one for separation turn right now heading two three zero ,071_0089,<unk>
german air force four one four contact zurich one three three decimal four ,051_0175,<unk>
good morning sabena seven eight one six squawk two seven one six ,091_0751,<unk>
roger contact reims one three four decimal four ,081_0031,<unk>
lufthansa three five zero eight continue climb to flight level three hundred ,041_0755,<unk>
check radio ,021_0120,<unk>
lufthansa four seven three one rhein one three two decimal four bye ,092_0244,<unk>
blue five seven two good afternoon descend to flight level two nine zero ,081_0722,<unk>
roger turn right heading two three five due traffic ,071_0459,<unk>
lufthansa three five five zero is identified to climb to flight level two nine zero ,012_0228,<unk>
that is right aero lloyd five six two but turn right now to the point hotel oscar charlie that's a point in the computer i suggest a right turn ohh it looks very good for the present position ,041_0376,<unk>
okaydoke make it five nine ,091_0780,<unk>
cross air two six nine zero bonjour identified climb to flight level two seven zero ,071_0794,<unk>
[EMPTY] ,061_0407,<unk>
alitalia one one seven contact zurich one three three decimal four ,051_0078,<unk>
tag sabena eight three zero identified ,041_0213,<unk>
yeah that is correct climb flight level three four zero and you just reported you are passing three one zero ,071_0333,<unk>
swissair four eight eight good morning roger call you back shortly ,091_0103,<unk>
<FL> </FL> ,071_0921,<unk>
lufthansa three five five zero good afternoon report position ,101_0750,<unk>
alitalia two nine two rhein one two seven three seven tschuss ,051_0620,<unk>
speedbird one two four rhein radar identified ,071_0269,<unk>
united six nine milan one three four five two good bye ,081_0870,<unk>
aero lloyd five six zero turn right direct to st prex ,081_0202,<unk>
adria one six four two good morning squawk two seven one zero ,091_0423,<unk>
air portugal ah four one one three report level ,071_0427,<unk>
airfrans three two six one own navigation to st prex ,091_0052,<unk>
alitalia four eight five roger call you back with further descend ,091_0495,<unk>
bonjour french line three five six one cleared direct torino flight level three one zero ,081_0110,<unk>
britannia three two seven alfa rhein one three two decimal four ,071_0030,<unk>
lufthansa four three five six is identified climb to flight level three two zero ,091_0554,<unk>
saudia one zero six is identified ,051_0685,<unk>
sabena eight zero six turn right one five degrees ,101_0195,<unk>
alitalia four one six contact now rhein control on one three two four ,101_0439,<unk>
delta india mike lima lima milano one three four five two ,051_0162,<unk>
britannia three zero six alfa contact rhein radar one three two decimal four ,041_0671,<unk>
aero lloyd five one seven geneva ,081_0089,<unk>
air berlin five zero eight one geneva one three three one five good bye ,101_0574,<unk>
tag sunwing five two one two identified ,041_0326,<unk>
jet set four four two descend flight level two five zero ,081_0615,<unk>
alitalia four zero one milan one three four five two bye bye ,082_0146,<unk>
~k ~l ~m three four six turn left heading three five zero ,012_0194,<unk>
israeli four four two turn right heading of one nine zero descend to flight level two seven zero ,101_0217,<unk>
roger continue heading one four zero ,051_0605,<unk>
lufthansa five three zero five correct call zurich sector one three three decimal four bye bye ,101_0856,<unk>
