transcription,recording_id,model_transcription
affirm swissair nine three six zero contact rhein radar one two seven decimal three seven ,051_0215,afam swissair nine three six zero contact rhein radar one two seven decimal three seven
united six nine turn ah left one zero degrees ,092_0322,united six nine turn ah left one zero degrees
sunwing five two one four identified ,051_0334,sunwing five two one four vierr identified
speedway three four six nine good afternoon maintain level three hundred ,081_0784,speedway three four six nine good afternoon maintain level three hundred
oscar hotel india call rhein on one three two four ,012_0132,oscar hotal india call rhein on one three two four
k l m three four six climb to flight level three two zero maintain heading ,051_0222,k l m three four six climb to flight level three two zero maintain heading
hamburg air two five four six own navigation tour du pin cli contact marseille one two five eight five ,071_0490,hamburg air two five four six one navigation to dyupankla contact marsel one two five eight five
french line nine one six five zurich radar good afternoon identified maintain flight level three three zero trasadingen zurich east fusse ,101_0858,french line nine one six five zuri rate augod afternoon identified maintain flight level three three zero transatingenzurig st fusse
airfrans three five six calling ,081_0268,airfrans three five six scawling
tag ,031_0183,tag
aerovic one zero six one own navigation st prex contact milan one three four five two good bye ,101_0839,erack one zero six one own navigation sumtplect contact milan one three four five two good bye
delta november alfa proceed via trasadingen canne ,101_0510,delta november alfa preceive my tralssetting cannein
alitalia four zero one climb flight level three one zero ,091_0894,alitalia four zero one climb flight level three one zero
jetaviation seven zero one ah radar contact descend flight level three zero zero ,091_0494,jetavation seven zero one radar contact descend flight level three zero zero
foxtrot sierra india contact milan one three four five two good bye ,091_0624,fox sautierra india contact milan one three four five two good bye
sabena eight two six alfa own navigation trasadingen ,081_0612,sabena eight two six alfa own navigation transating
transwede three five seven one contact reims one three four decimal four bye bye ,091_0327,transwede three five seven one contact reims one three four decimal four bye bye
good morning lufthansa three five five six radar contact maintain flight level two nine zero and proceed trasadingen canne ,082_0142,good morning lufthansa three five five six radar contact maintain flight level two nine nine zero ahnd depressi trasatting can eir
lufthansa eight two six eight climb flight level three seven zero ,031_0013,h lufthansa eight two six eight climb flight level three seven zero
sabena eight three zero contact rhein one two seven three seven tschuss ,041_0231,sabena eight three zero contact rhein one two seven three seven tschuss
german air force four nine zero one good afternoon maintain level three four zero trasadingen and st prex ,091_0581,german air force four nine zero one good afternoon maintain level three four zero trusdingensum prex
scandinavian six one seven descend to flight level two nine zero ,031_0645,scanninavian six one seven descend to flight level two nine zero
lufthansa four three nine zero identified climb flight level two seven two nine zero ,011_0167,lufthansa four three nine zero identified climb flight level two seven two nine zero
nine seven own navigation to epinal ,071_0432,nan seven one navigation two epinal
good afternoon japan air four one nine radar contact descend flight level two five zero ,101_0297,good afternoon japan air four one nine radar contact descend flight level two five zaboe
lufthansa eight two six eight heading one eight zero ,012_0019,lufthansa eight two six eight heading one eight zero
speedbird two two three direct to nattenheim november tango mike ,051_0569,speedbird two two three direct to nattenheim november tango mike
jetcom one three three climb to flight level three five zero ,091_0083,jetcom one three three climb to flight level three five zero
thats correct stand that routing ,101_0009,thats correct stand up routing
negative to the right heading zero one five ,101_0662,negative two two right heading zero one five
algerie two zero seven three continue climb to flight level two nine zero ,031_0703,algerie two zero seven three continue climb to flight level two nine zero
alitalia two nine two good morning squawk two seven six one ,082_0072,alitalia two nine two good morning squawk two seven six one
ah tarom three seven four for separation turn left heading one zero five ,041_0636,ataron three seven four four separation turn left heading one zero five
tag belgian airforce four four identified report your heading ,061_0426,tag belge mairforce four four identified report your heading
lufthansa three five five zero climb to flight level two nine zero ,021_0586,lufthansa three five five zero climb to flight level two nine zero
swissair six five two zero rhein one two zero nine two good bye ,091_0537,swissair six five two zero rhein one two zero nine two good bye
airfrans six seven zero zurich radar good morning descend to flight level three three zero ,092_0019,airfrans six seven zero zurich radar good morning descend to flight level three three zero
alitalia three six five bonjour cleared passeiry torino maintain flight level three four zero ,071_0881,alitalia three six five bonjour clear pas surritorreno maintain flight level three four zo
netherlands air force four one four contact zurich one three four six tschuss ,061_0122,nevalands air force four one four contact zurich one three four six tschuss
delta november alfa affirm and fly heading one seven zero ,031_0674,delta derembr alfa affirm and fly heading one seven zero
hapag lloyd three five five one direct canne contact milan one three four five two bye ,091_0956,hapadloy three five five one direct ten air kansa milan one three four five two bye
lufthansa three six zero four ,041_0241,lufthansa three six zero four
contact milan one three four five two good bye ,101_0584,contact milan one three four five two good bye
jetcom one three three for further climb zurich one three three decimal four good bye ,111_0037,jetcom one three three four four climb zurich one three three decimal four good bye
transwede one zero one contact zurich one three three decimal four ,031_0400,transwede one zero one contact zurich one three three decimal four
hapag lloyd six five three contact zurich one three four decimal six ,051_0037,hapag la eight six five three contact zurich one three four decimal six
yeah ,031_0688,yeah
hapag lloyd six five three good morning radar contact ill call you back with higher ,081_0951,hapar loy six five three good morning radar contact echal you back bahier
cross air five one eight rhein one three two decimal four ,092_0107,cross air five one eight rhein one three two decimal four
lufthansa four four zero eight climb to flight level three one zero ,101_0670,lufthansa four four zero eight climb to flight level three one zero
negative speedbird two three three contact rhein one two seven three seven ,071_0313,negative speedbird two three three contact rhein one two seven three seven
jet set four four two contact milan one three four five two bye ,091_0883,jessai four four two konsa milan one three four five two bye
lufthansa four seven two three good morning roger ,081_0203,lufthansa four seven two three good morning roger
lufthansa four seven two three ,091_0286,lufthansa four seven two thring
alitalia two six two climb to flight level three two zero ,071_0470,adalia two six two climb to flight level three two zero
air malta one hundred squawk five seven one seven ,091_0874,ah malta one hundred squawk five seven one seven
lufthansa four six five two good morning roger ,081_0334,lufthansa four six five two good morning roger
speedway three three five two milan one three four five two bye bye ,101_0734,speedway three three five two milan one three four five two go d bye
three six zero four correct climb to flight level three four zero ,101_0922,three six zero four correct climb to flight level three four zero
roger sir recleared flight level three one zero thank you for your help ,031_0151,roge s so ricliot flight level three one zero thank you for your help
malaysian four contact rhein one two seven three seven good day ,071_0112,malaysian four contact rhein one two seven three seven good day
thank you ,041_0667,asank your
malaysian two radar contact ,041_0423,malaysian two radar contact
alitalia four zero one climb flight level three three zero ,111_0569,alitalia four zero one climb flight level three three zero
lufthansa three five six six climb now to flight level three seven zero ,021_0550,lufthansa three five six six climb now to flight level three seven zero
speedbird five six three contact radar on one two eight decimal one five good bye ,081_0026,speedbird five six three contact threedairron one two eight decimal one five good bye
georgia zero three seven rhein radar identified ,071_0210,georgia zero three seven rhein radar identified
jetaviation seven zero one good morning squawk two seven three two ,092_0353,jet division seven zero one good morning squawk two seven three two
lufthansa three five six six direct to trasadingen ,061_0363,lufthansa three five six six direct two trasadinen
and six nine four four proceed direct to trasadingen ,031_0281,and six nine four four proceed direct to trasadingen
austrian four one one ,081_0349,austian four one one
air malta zero zero four radar contact ,041_0441,air malta zero zero four radar contact
europa three six one good morning radar contact ,091_0193,aeropa three six one good morning radar contact
condor one zero four climb to flight level three three zero ,081_0273,condor one zero four climb to flight level three three zero
alitalia two nine one good morning identified trasadingen saronno maintain flight level three three zero ,111_0333,alitalia two nine one good morning identified trasading zerono maintain flight level three three zero
contact milan one three four five two good bye ,092_0185,contact milan one three four five two good bye
turkish five one five contact rhein one two seven three seven tschuss ,061_0140,tusgist five one five contact rhein one two seven three seven tschuss
delta india charlie papa alfa call milano on one three four five two ,021_0490,delta india tharli papa alfa corl milano on one three four five two
alitalia four zero one turn right heading one eight zero ,051_0095,alitalia four zero one turn right heading one eight zero
airfrans three five six is identified climb to flight level three hundred ,111_0071,airfrans three five six is identified climb to flight level three hundred
swissair six five two zero set course to frankfurt ,031_0389,swissair six five two zero sec course to frankfurt
hapag lloyd six five three climb flight level three three zero ,081_0953,hapag lloy six five three climb flight level three three zero
delta mike echo proceed direct to trasadingen ,041_0278,delta mike echo proceed direct to trasadingen
alitalia three six nine turn right to trasadingen ,041_0715,alitalia three six nine turn right to trasadingen
lufthansa four three nine zero milan one three four decimal five two bye bye ,111_0202,lufthansa four three nine zero milan one three four decimal five two bye bye
malaysian four contact rhein one two seven three seven tschuss ,031_0293,malaysian four contact rhein one two seven three seven tschuss
sabena eight zero one ah rhein identified ,071_0306,sabena eight zero one rhein identified
georgia air zero three seven rhein radar identified ,051_0041,ageorgia air zero three seven rhein radar identified
golf juliett india milan one three four five two bye bye ,111_0355,golf dulid india milan one three four five two bye bye
hapag lloyd three five five one continue descent flight level three three zero ,091_0525,hapag lloyd three five five one continue descend flight level three three zero
alright thank you very much further climb radar one three three point four bye ,091_0810,ah right thank you very much further climb radar one three three point four bye
balkan four three one contact ah reims on one three four four bye ,101_0024,balkan four three one contact ah reims one three four four bye
aero lloyd five one seven turn left heading three six zero ,081_0035,aero lloyd five one seven turn left heading three six zero
iberia three five three zero continue descent to flight level two nine zero ,111_0654,iberia three five three zero continue descend to flight level two nine zero
lufthansa four seven two three descend to flight level three zero zero ,091_0064,lufthansa four seven two three descend flight level three zero zero
speedbird one two nine descend flight level three three zero ,041_0246,speedbird one two nine descend flight level three three zero
sabena eight zero six good afternoon squawk two seven four one ,101_0801,sabena it zero six good afternoon squawk two seven four one
hapag lloyd six five three rhein radar identified climb flight level two seven zero ,051_0018,hapag lo eight six five three rhein radar identified limb flight level two seven zero
oscar hot disregard ,021_0493,askah hot desogard
airfrans one five five four good morning radar contact ,081_0758,airfrans one five five four good morning radar contact
lufthansa four five seven five your rate of climb ,091_0463,lufthansa four five seven five your rate of climb
sabena eight zero one climb flight level three four zero ,071_0328,sabena eight zero one climb flight level three four zero
speedway three three five two contact milano one three four decimal five two ,111_0734,speedwey three three five two contact milano one three four decimal five two
affirm three seven four contact rhein one three two decimal four ,051_0777,affirm three seven four contact rhein one three two decimal four
malaysian four contact rhein radar one two seven decimal three seven ,021_0665,malaysian four contact rhein radar one two seven decimal three seven
alitalia three six nine contact zurich one three four decimal six ,051_0843,alitalia three six nine contact zurich one three four decimal six
sunwing five two one two turn right heading one nine zero ,041_0147,sunwing five two one two turn right heading one nine zero
hapag lloyd three five five one zurich one three three decimal four ,031_0495,hapag lloyd three five five one zurich one three three decimal four
alitalia four zero one resume own navigation to saronno ,091_0215,alitalia four zero one resume one navigation to saronno
alitalia one five seven turn right to trasadingen ,031_0538,alitalia one five seven turn right to trasadingen
lufthansa three five five six call zurich on one three four decimal six ,021_0501,kulofthansa three five five six call zurich on one three four decimal six
india sierra alfa contact rhein one two seven three seven ,011_0047,india sierra alfa contact rhein one two seven three seven
tarom three seven two rhein one three two four tschuss ,021_0193,tarom three seven two rhein one three two four tschuss
alitalia two four two turn right heading two nine zero ,071_0690,italia two four two turniet heading two nine zero
sobelair two five five seven turn left heading one one zero separation ,011_0055,sobliair two five five seven turn left heading one one zero separation
adria one six four two is identified set course direct to morok ,092_0308,adria one six four two is identified set course direct to morrok
tag alitalia three six nine identified ,021_0297,tag alitalia three six nine identified
alitalia two nine two good morning squawk two seven six one ,091_0135,alitalia two nine two good morning squawk two seven six one
tag sunwing five two one four identified ,031_0301,tag sunwing five two one four identified
co ,071_0788,good
lufthansa five two nine four climb to flight level three four zero ,071_0944,lufthansa five two nine four climb to flight level three four zero
airfrans one five zero nine turn right by ten degrees ,091_1013,airfrans one five zero nine turn right by ten degrees
sierra alfa foxtrot one one two contact rhein one two seven decimal three seven ,031_0111,sierra alfa foxtrot one one two contact rhein one two seven decimal three seven
sabena nine seven zero contact radar one two eight decimal one five au revoir ,072_0055,sibenar nine seven zero contact radar one two eight decimal one five au revoir
yeah ,071_0309,no
aerovic one zero six one contact milano one three four decimal five two ,012_0304,aeriwack one zero six one contact milano one three four decimal five two
alitalia two nine one zurich radar good afternoon trasadingen saronno maintain flight level three three zero ,101_1000,alitalia two nine one zurich radar good afternoon transadingen zero no maintain flight level three three zero
bonjour berlin five zero eight one cleared direct la tour du pin flight level three three zero ,081_0076,majorbearnin five zero eight one clear oh direct la two dupa flight level three three zero
ah alitalia four eight five good morning roger ,081_0354,halitalia four eight five good morning roger
speedbird five eight zero descend to flight level two one zero ,081_0029,speedbird five you zero descend to flight level two one zero
lufthansa four seven two three milan one three four decimal five two good bye ,081_0244,lufthansa four seven two three milan one three four decimal five two good bye
sabena seven eight one six radar contact climb initially flight level three four zero trasadingen karlsruhe ,081_0929,sabena seven eight one six radar contact climb initially flight level three four zero transwatteng karsruer
hapag lloyd one three seven rhein radar identified ,011_0155,hapag lloyd one three seven rhein radar identified
airfrans six seven zero right heading one seven five ,111_0306,airfrans six seven zero right heading one seven five
and four two zero nine expect an initial descent in about two minutes from now ,031_0241,and for two so nine expect an initial descend about two minutes from now
alitalia two nine two turn left by ten degrees ,061_0623,alitalia two nine two turn left by ten degrees
airfrans three five six good morning squawk seven five three six ,111_0067,airfrans three five six good mornings wawk seven five three six
airfrans one five five four milan one three four five two good bye ,091_0660,airfrans one five five four milan one three four five two good bye
good morning alitalia one four nine radar contact ,091_0725,good morning alitalia one four nine radar contact
delta mike echo climb flight level two nine zero ,051_0299,delta mike echo climb flight level two nine zero
airlink one three milan one three four five two good bye ,101_0780,airlink one three milan one three four five two good bye
adria one six four four contact reims one three four four bye ,091_0273,adaryair one six four four contact reims one three four four bye
alitalia two six two contact reims one three two decimal two seven au revoir ,071_0893,alitalia two six two contact reims one three two decimal two seven au revoir
portugalia five four three contact geneva one three three one five good bye ,101_0758,portugalia five four three contact geneva one three three one five good bye
good afternoon israeli air force four four two maintain level three five zero ,101_0825,good afternoon israeli air force four four two maintain level three five zero
alitalia four one three can you accept flight level three one zero as cruising level today ,031_0150,alitalia four one three can you accept flight level three one zero as cruising level to day
transwede one zero seven continue present heading until advised ,081_0559,transwede one zero seven continue presant heading unsed avised
tag jet set one four two nine identified ,051_0477,tagarsair one four two nine identified
lufthansa four two two three zurich radar good afternoon youre identified maintain flight level three three zero trasadingen zurich east fusse ,101_1044,ufthansa four two two three zurich rate a good afternoon youre identified maintain flight level three three zero trasadingen zurich east fusse
emirates eight one good morning maintain level three three zero trasadingen zurich east to fusse ,091_0540,emerots eight one good morning maintain level three three zero trasadingen zurikees two fusse
alitalia two nine two radar contact trasadingen karlsruhe climb flight level three two zero ,082_0079,alitalia two nine two radar contact transatting hansrure climb flight level three two zero
aero lloyd five one seven continue present heading until advised ,091_0366,aero lloyd five one seven continue presant heading untedavised
delta mike echo good afternoon call you back ,101_0790,delta mike cho good afternoon call you back
tarom three seven four is identified maintain the heading ,051_0740,tarm three seven fource identified maintain the heading
alitalia three zero one bonjour cleared passeiry torino flight level three three zero ,081_0008,alitalia three zero one bonjour cleared pasirri torreno flight level three three zero
alitalia three six nine turn right to trasadingen ,051_0823,alitalia three six nine turn right to trasadingen
alitalia one five zero is identified climb to flight level three hundred ,101_0693,alitalia one five zero is identified climb to flight level three hundred
speedbird five six three identified cleared aosta st prex rolampont climb to flight level three six zero ,072_0023,speedbird five six three identified clead air star st prex rolompont climb to flight level three six zero
foxtrot sierra india descend flight level two five zero ,111_0467,foxtarsiair india descent flight level two five zero
bonjour maintain flight level three three zero and ah proceed to passeiry ,071_0891,bonjour maintain flight level three three zero and ah proceed two pasarin
alitalia two six two contact reims on one three two decimal two seven good bye ,081_0147,alitalia two six two contact reimson one three two decimal two seven good bye
aerovic one zero six one turn immediately right heading ah two one five ,092_0092,alawack one zero six one turn immediately right heading ah two one five
lufthansa five three zero five further right heading zero one five ,101_0661,lufthansa five three zero five furth right heating zero one five
swissair four eight eight turn right heading of ah zero eight zero ,082_0044,swissair four eight eight turn right heading of five zero eight zero
alitalia one one seven descend to flight level two five zero ,092_0303,alitalia one one seven descend flight level two five zero
alitalia two nine one turn now right to tango romeo alfa ,051_0795,alitalia two nine one turn no right to tango romeo alfa
aero lloyd five one seven ah due traffic turn right one zero degrees ,101_0616,aero lloyd five one seven ah due traffic turn right one zero degrees
contact geneva one three three one five tschuss ,081_0869,contact geneva one three three one five des
airfrans ah disregard ,081_0774,airfrans ah disregard
alitalia three six nine turn right to herbi intersection ,041_0160,alitalia three six nine turn right to hurbie intersection
alitalia one one seven rhein radar identified ,051_0039,alitalia one one seven rhein radar identified
alitalia three two four contact reims one three four four bye ,101_0463,alitalia three two four kansa reims one three four four bye
alitalia one four nine turn right one five degrees ,061_0337,alitalia one four nine turn right one five degrees
shamrock four eight two two just clear of traffic now descend to flight level two five zero ,091_0679,shamrock four eight two two thuss clear of traffic now descend flight level two five zero
jetcom one three three your rate of climb ,111_0447,jack com one three threen your rate of climb
condor one zero four good morning squawk seven five three one ,081_0524,condor one zero four good morning squawk seven five three one
hotel bravo india tango romeo climb now to flight level three six zero ,012_0232,hotel bravo india tango romeo climb now to flight level three six zero
delta mike echo proceed to trasadingen ,031_0676,delta mike echo proceed to trasadingen
alitalia four eight seven is in radar contact confirm level three four zero ,041_0496,alitalia four eight seven istin radar contact confirm level three four zero
lufthansa three five six six zurich radar good morning youre identified route trasadingen saronno ill call you back for further climb ,091_1043,lufthansa three five six six zurich rate augood morning youre identified route trasadingen zarono i call you back for furiu climb
roger call you back ,101_0074,roger call your back
confirm three five five ,031_0621,confirm three five five
airfrans three five six roger continue climb flight level three one zero for the time ,091_0369,airfrans three five six roger continue climb flight level three one zero for the time
roger delta november alfa maintain heading after passing neckar ,011_0312,roger delta november alfa maintain heading of the passing neckar
lufthansa three six three eight climb flight level three three zero ,011_0160,lufthansa three six three eight climb flight level three three zero
affirm ,041_0610,afa
golf juliett india contact zurich one three three decimal four ,051_0272,golf juliett india contact zurich one three three decimal four
four four one six climb flight level three one zero ,021_0095,four four one six climb flight level three one zero
cross air eight five eight call rhein on ah one two seven three seven good day ,071_0097,kross air eight five eight call rhein on one two seven three seven good day
lufthansa four two one nine turn left to delta kilo bravo ,041_0730,lufthansa four two one nine ten left to delta kilo bravo
tag lufthansa four five eight two identified ,041_0366,tag lufthansa four fagreig two identified
lufthansa triple three zero is identified climb to flight level two five zero initially ,021_0694,lufthansa triple three zero is identified climb two flight level two five zero initially
shamrock four eight two two descend flight level three zero zero ,091_0904,tarrock four eight two two descend flight level three zero zero
scandinavian six eight six contact rhein one three two decimal four hejda ,091_0021,scannavien six eight six contact rhein one three two decimal four rado
belstar five two six hotel proceed direct to kempten kilo papa tango ,061_0121,belsa five two six hotel proceed direct to kemsten kilo papa tango
merair six nine four four is identified ,051_0772,mayar six nine four four is identified
alitalia one five zero good afternoon squawk two seven four five ,101_0897,alitalia one five zero good afternoonsquawk two seven four five
belstar five zero two hotel rhein one three two four ,041_0513,elstar five zero two hotel rhein one three two four
k l m three four six good morning identified ,012_0181,k l m three four six good morning identified
emirates eight one contact milan one three four five two bye ,111_0456,emiris eight one contact milan one three four five two bye
french air force four four one zero zurich radar good morning identified maintain flight level three four zero trasadingen zurich east fusse ,091_1068,fent air force four four one zero zurich radar good morning identified maintain flight level three four zero transandingen zurigist fusse
britannia two three six alfa turn right to trasadingen ,021_0502,britannia two three six alfa turn right to trasading
p s a five two six hotel contact rhein one three two decimal four ,071_0271,based a five two six hotel contact rhein one three two decimal four
roger fly heading three three zero ,021_0452,roger fly heading three three zero
k l m three hundred kilo contact rhein one two seven three seven tschuss ,061_0090,k l m three hundred kilo contact rhein one two seven three seven tschuss
transwede one zero seven geneva one three three one five bye ,081_0649,transwede one zero seven geneva one three three one five bye
swissair nine three five two contact rhein one two seven decimal three seven ,051_0020,swissair nine three five two contact rhein one two seven decimal three seven
roger ,031_0148,roger
alitalia one four nine turn right by ten degrees ,031_0132,alitalia one four nine turn right by ten degrees
swissair five correction swissair nine three five nine continue descent now flight level two nine zero two thousand feet per minute or more ,041_0343,swissair five correction swissair nine three five nine continue descend now flight level two nine zero two thousand feet per minute or more
belstar five zero two hotel contact rhein one three two four tschuss ,051_0551,belsta five zero two hotel contact rhein one three two four tschuss
golf juliett india report your heading ,031_0212,gof juliett innia report your heading
alitalia one one nine radar contact ,012_0068,alitalia one one nine radar contact
affirm ,051_0813,affirm
aero lloyd five nine zero rhein identified climb flight level two nine zero ,021_0048,aero lloyd five nine zero rhein identified climb flight level two nine zero
roger ,051_0739,roger
merair six nine five two contact zurich one three four six ,021_0291,mair six nine five two contact zurich one three four six
delta sierra alfa contact rhein one two seven decimal three seven ,061_0506,delta ziero alfa contact rhein one two seven decimal three seven
transwede one zero seven geneva one three three one five bye ,091_0871,transwede one zero seven geneva one three three one five bye
airfrans three two six one turn left heading two five five ,091_0550,airfrans three two six one turn left heading two five five
roger ,101_0434,pagen
belgian airforce four four is identified ,051_0734,belgian airforce four fource identified
delta seven six milan one three four five two good bye ,091_0726,delta seven six milan one three four five two good bye
delta mike echo report your rate of climb ,051_0803,delta mike echo report your rate of climb
hapag lloyd six five three climb with one thousand five hundred feet per minute or more ,051_0451,apag lloyd six five three climb with one thousand five hundred feet per minute or more
k l m three hundred kilo rhein one two seven three seven ,061_0558,k l m three hundred kilo rhein one two seven three seven
hotel tango romeo schonen tag identified ,061_0401,hotel tango romeo shangontar identified
airfrans one five five four milan one three four five two good bye ,092_0256,airfrans one five five four milan one three four five two good bye
roger further contact milan one three four five two bye ,082_0157,roger further contact milan one three four five two bye
viva nine zero eight one descend to flight level two nine zero ,092_0293,viva nine zero eight one descend flight level two nine zero
is algerie two zero seven three on frequency ,041_0720,is algerie two zero seven three unfrequency
hapag lloyd one one two rhein one two seven three seven tschuss ,061_0398,ok lloyd one one two rhein one two seven three seven tschuss
scandinavian s scandinavian six one four set course direct frankfurt ,111_0400,scandinavian scandinavian six one four secho stirect frankfurt
alitalia four eight five rhein radar identified ,061_0540,alitalia four eight five rhein radar identified
sunwing five two one two climb flight level three four zero ,101_0242,sunwing five two one two climb flight level three four zero
climb to flight level three eight zero ,071_0889,a climb to flight level three eight zero
fox oscar kilo sierra india continue climb to level three four zero ,041_0417,fox oscar kilo sierr india continue climb to level three four zero
tag lufthansa four two zero nine identified ,061_0404,tag lufthansa four two zero nine identified
delta mike echo fly direct to karlsruhe climb flight level two seven zero now ,031_0251,delta mike echo fligh direct to karsro climb flight level two seven zero now
alitalia four zero one rhein radar identified climb ah flight level ah two nine zero ,061_0548,alitalia four zero one rhein radar identified climb ah flight level two nine zero
transwede one zero seven climb flight level three three zero ,031_0425,ransweede one zero seven climb flight level three three zero
airfrans one five five four good morning descend to flight level three three zero rate two thousand or more ,092_0231,airfrans one five five four good morning descend flight level three three zero rate two thousand or more
k l m three four six to stay clear later on french military air space turn right heading three five zero ,031_0202,k l m three four six two stay clear later no french military airspace turn right heading three five zero
tag speedbird one two nine identified ,021_0206,tag by one two nine identified
turkish nine two five radar contact flight planned route ,111_0577,turkish nine two five radar contact flight pladrout
hapag lloyd one one two contact rhein one two seven three seven tschuss ,041_0237,rog lloyd one one two contact rhein one two seven three seven tschuss
swissair nine three six zero contact rhein radar one two seven decimal three seven ,041_0009,swissair nine three six zero contact rhein radar one two seven decimal three seven
lufthansa four two zero seven is identified ,051_0217,lufthansa four two zero seven is identified
aero lloyd five six two is identified climb to flight level two nine zero ,021_0678,air lloyd five six two identified climb to flight level two nine zero
merair six nine four four contact now zurich one three four decimal six ,041_0722,marair six nine four four contact now zero one three four decimal six
delta november alfa fly heading one eight five ,011_0371,delta november alfa fly heading one eight five
viva five eight five report your heading ,012_0074,wera five eight five report your heading
merair six nine five two milan one three four decimal five two bye bye ,101_1042,milair six nine five two milan one three four decimal five two bye bye
europa three six one now direct tango and contact rhein control on one three two four bye bye ,091_0518,aeropair three six one now direct tango one contact rein control on one three two four bye bye
transwede one zero seven direct st prex ,111_0495,transwede one zero seven direct samprext
cross air eight five eight contact rhein frequency one two seven three seven tschuss ,021_0262,krosair eight five eight contact rhein frequency one two seven three seven tschuss
luftha ,091_0864,lufthans
alitalia one five eight good morning squawk five seven two zero ,091_0982,alitalia one five eight good morning squawk five seven two zero
gulf air zero zero five is identified good morning ,012_0274,gulf air zero zero five is identifie good morning
olympic one four four rhein radar one three two decimal four ,031_0048,olympic one four four rhein radar one three two decimal four
lufthansa three five five six turn right to trasadingen ,051_0133,lufthansa three five five six turn right to trasadingen
good afternoon sunwing five two one two radar contact continue as cleared ,101_0495,good afternoon somewing five two one two radar contact continue escript
lufthansa four four zero eight own navigation st prex ,111_0215,ofthansa four four zero eight air navigation sung praeir
one three four five two correct bye bye ,111_0320,one three four five two correct bye bye
olympic one four four contact rhein one three two decimal four ,011_0062,olympic one four four contact rhein one three two decimal four
shamrock four eight two two contact milan one three four decimal five two good day ,091_0186,jamrock four eight two two contact milan one three four decimal five two good day
lufthansa four four one six good afternoon maintain level three hundred ,091_0693,lufthansa four four one six good afternoon maintain level three hundred
spar eight nine nine contact marseille on one two five decimal eight five good bye ,071_0758,sparight nine contact marseilion one two five decimal eight five good bye
alitalia four eight five descend to flight level ah three one zero ,091_0202,alitalia four eight five descend to flight level ah three one zero
lufthansa four three seven six good morning climb to flight level two nine zero ,061_0331,lufthansa four three seven six good morning climb to flight level two nine zero
and four three seven six proceed direct trasadingen ,051_0580,and four three seven six posit direct trasadingen
lufthansa three six zero four proceed direct trasadingen ,041_0225,lufthansa three six zero four proceed direct trasadingen
turkish five one five rhein identified ,011_0108,turkish five one five rhein identified
blue five seven two set course direct canne ,081_0464,blue five seven two sichosdirect tunair
swissair eight zero six proceed now own navigation to nattenheim ,051_0201,swissair eight zero six proceed nor own navigation to nattenheim
transwede one zero seven climb to flight level three three zero ,111_0133,transwede one zero seven climb to flight level three three zero
i say again malaysian four contact rhein radar one two seven decimal three seven ,051_0343,asaigan malaysian four contact rhein radar one two seven decimal three seven
lufthansa eight two six eight ah three one zero is final level due traffic ah you may set course direct to olben ,092_0166,lufthansa eight two six eight ah three one zero is final level due traffic ah yumacid course direct to alban
aero lloyd five one seven bonjour identified cleared kines st prex willisau flight level three two zero ,071_0355,aero lloyd five one seven bonjour identified cleared kines st prex willisau flight level three two zero
delta echo bravo climb to flight level four one zero ,101_0872,delta echo bravo climb to flight level four one zero
sabena eight three zero proceed to gotil ,041_0569,savena eight three zero proceed to gotil
alitalia three six nine can you increase your speed to decimal seven five or more ,031_0737,alitalia three six nine can you increase your speed two decimal seven five or more
tag sabena eight three six identified ,061_0405,tag sabena three six identified
french line nine one six three fly heading zero nine five until advised ,091_1014,french line nine one six three fly heading zero nine five until advised
lufthansa four two one nine is identified youre cleared direct to delta kilo bravo ,021_0689,lufthansa four two one nine sidentified you clear direct to delta kilo bavo
swissair four eight eight good morning maintain two eight zero when reaching call you back for higher ,101_0586,swissair four eight eight good morning maintain two eight zero one rich and call you back for higher
hapag lloyd one seven one contact geneva one three three one five bye bye ,111_0477,hapag lloyd one seven one tansat geneva one three three one five bye bye
lufthansa four three five six climb to flight level three two zero ,091_0025,lufthansa four three five six climb to flight level three two zero
k l m three four s six report your heading ,021_0545,k l m three four six report your heading
midland seven two zero contact rhein one two seven three seven ,011_0139,midland seven two zero contact rhein one two seven three seven
tag belstar five oh two hotel identified ,061_0119,tambels a five or two hotel identified
alitalia one three five is identified ,041_0125,alitalia one three five is identified
hapag lloyd one seven one geneva one three three one five good bye ,111_0069,hapag lloyd one seven one geneva one three three one five good bye
ah okay ,041_0688,ahokay
lufthansa five five zero four contact geneva milan one three four five two bye ,101_0449,lufthansa five five zero four contact geneva milan one three four five two bye
merair six nine four four climb to flight level three three zero ,101_0810,marair six nine four four climb to flight level three three zero
netherlands air force four one four descend flight level three two zero expedite descent as crossing traffic ,071_0257,netherlands air force four one four descend flight level three two zero expedite descend air scrossing traffic
yeah ,021_0031,no
lufthansa five five zero four zurich radar good morning identified trasadingen to s fribourg maintain flight level three three zero ,092_0046,lufthansa five five zero four zurich rate r good morning identified trasadingen two frebu maintain flight level three three zero
merair six nine five two fly heading one eight five climb flight level two nine zero ,051_0292,mair six nine five two fly heading one eight five climb flight level two nine zero
lufthansa four two zero seven contact rhein radar one three two decimal four ,021_0574,lufthansa four two zero seven contact rhein radar one three two decimal four
aero lloyd five nine zero rhein radar identified climb flight level two nine zero ,011_0065,aero lloyd five nine zero rhein radar identified climb flight level two nine zero
